model,resp_id,orig_idx,mean_surprisal,n_ans,gap,jsd_noctx,chunk_drops,chunk_jsds,label,doc_id,summ_model
tofueval_Qwen2.5-0.5B-Instruct,182,182,2.067647933959961,62,1.0713621377944946,0.21995887160301208,"[-0.08069471311424539, 0.006424800313740683, 0.039802543402050014, 0.16200821307504684, -0.02761427787329247]","[0.02581088301768971, 0.002406482787074721, 0.026018427233962468, 0.04722942947998651, 0.029254309101911385]",0,DenverCityCouncil_04052021_21-0386,model_D
tofueval_Qwen2.5-0.5B-Instruct,183,183,1.7358925342559814,71,1.2169653177261353,0.20971432328224182,"[0.3346647680032028, 0.021798114301341678, -0.012368744264215782, 0.04418342653743949, 0.49433303154262215]","[0.06185149649528784, 0.009744331519318044, 0.00619405680350277, 0.028759553860680454, 0.07876801444242862]",0,DenverCityCouncil_04052021_21-0386,model_E
tofueval_Qwen2.5-0.5B-Instruct,184,184,2.2005372047424316,43,1.1447473764419556,0.24425353109836578,"[-0.07358979775046971, -0.023113551952709987, -0.016178427141714437, -0.14484202432216736, 1.270436816144908]","[0.014548077368365126, 0.002721557957384945, 0.004128584911907289, 0.019869384386849168, 0.235015782288365]",0,DenverCityCouncil_04052021_21-0386,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,185,185,1.6734216213226318,40,1.0592600107192993,0.2856314778327942,"[-0.014784476715499295, -0.0011700438669095092, -0.023547202838653903, -0.05120987354787303, 0.8035545821694541]","[0.004962910898819927, 0.0004070863045754436, 0.0016512478947412034, 0.0026261187999146785, 0.25013831729511365]",0,DenverCityCouncil_04052021_21-0386,model_A
tofueval_Qwen2.5-0.5B-Instruct,186,186,1.3413995504379272,84,1.1890356540679932,0.2075214684009552,"[-0.03570011156517423, 0.017467445723771863, 0.15093208141236877, 0.05082152244648612, 0.6070342236487791]","[0.010634580857556773, 0.0015619139914679046, 0.02892070628753392, 0.01690911071186395, 0.1114576546991711]",1,DenverCityCouncil_04052021_21-0386,model_B
tofueval_Qwen2.5-0.5B-Instruct,187,187,0.9693407416343689,42,1.9385133981704712,0.2904447317123413,"[0.03704576162430212, -0.0031265874999917287, 0.028599338098003847, 0.044836263864930344, 1.9520991009887352]","[0.0046933585089001485, 0.0005226345203957246, 0.0008030387393272944, 0.002430224936045447, 0.2881102605464375]",0,DenverCityCouncil_04052021_21-0386,model_C
tofueval_Qwen2.5-0.5B-Instruct,188,188,0.688809871673584,37,2.4378843307495117,0.32147112488746643,"[0.03974512364782247, -0.0001543524558533013, 0.02910684250179435, 0.048156150611187, 2.542051262060193]","[0.003962696555510553, 0.0005207148503099713, 0.0005595777022013199, 0.0011192592158009403, 0.3304985696905115]",0,DenverCityCouncil_04052021_21-0386,model_D
tofueval_Qwen2.5-0.5B-Instruct,189,189,0.7587927579879761,57,1.7155653238296509,0.2089952826499939,"[0.06350510117094368, -0.014583259734153168, 0.01904615047818911, 0.02157378827233882, 1.851160384335743]","[0.005385919554137237, 0.0008972872794108872, 0.0009824538822662114, 0.0019990763203547126, 0.21295860701777775]",1,DenverCityCouncil_04052021_21-0386,model_E
tofueval_Qwen2.5-0.5B-Instruct,190,190,1.8890948295593262,72,1.6735725402832031,0.3192127048969269,"[0.1671963888161877, 0.13617844721860214, 0.2409069892514203, 0.21051021236093626, -0.043565201080531954]","[0.056997783665843196, 0.009038070709152635, 0.04451785275667754, 0.04652251551444743, 0.014774742185679202]",0,DenverCityCouncil_04052021_21-0386,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,191,191,0.8518742322921753,86,2.7793595790863037,0.39616677165031433,"[-0.01895297984827816, -0.030613964073952872, 0.1845764118034547, 0.4347134376816833, 1.338180742112833]","[0.013022918343402358, 0.0016517983533094064, 0.02662451513002891, 0.06444008205069748, 0.17775763257112315]",1,DenverCityCouncil_04052021_21-0386,model_A
tofueval_Qwen2.5-0.5B-Instruct,192,192,1.3579177856445312,80,1.3112907409667969,0.27362996339797974,"[0.2932135530298183, 0.020376923183175678, 0.15516842261167768, 0.26682861001227137, 0.40934281085319524]","[0.03337850104796871, 0.003034943995558592, 0.04748283461918419, 0.055079241252849444, 0.06652992189537485]",0,DenverCityCouncil_04052021_21-0386,model_B
tofueval_Qwen2.5-0.5B-Instruct,193,193,2.264770746231079,46,0.7023522853851318,0.1610051542520523,"[0.07414517411962152, 0.03590622872276151, 0.005767375777435043, 0.06397606770548483, 0.40370719101401453]","[0.024257332481362897, 0.0031896476464918005, 0.0056289019323388775, 0.028973548039135967, 0.04678985079345179]",0,DenverCityCouncil_04052021_21-0386,model_C
tofueval_Qwen2.5-0.5B-Instruct,194,194,1.1743282079696655,78,2.4349417686462402,0.3501664400100708,"[0.9558033948888829, 0.006693715679807027, 0.1892088421857177, 0.06239288068079473, 0.49102069728318243]","[0.12190253229994433, 0.002858658612410636, 0.0217885897384072, 0.024655001457109648, 0.06868738772840799]",0,DenverCityCouncil_04052021_21-0386,model_D
tofueval_Qwen2.5-0.5B-Instruct,195,195,1.2058805227279663,38,1.9604803323745728,0.33238834142684937,"[0.16132712486432865, 0.001534334626309206, 0.46013239526578936, -0.003036092447138416, 0.015209816867067466]","[0.03409916164970415, 0.0007904015664247541, 0.0767297889045602, 0.005756729577892895, 0.0035055305197063623]",1,DenverCityCouncil_04052021_21-0386,model_E
tofueval_Qwen2.5-0.5B-Instruct,196,196,2.1109330654144287,30,0.9946634769439697,0.16465936601161957,"[-0.059657524215678374, -0.025455269093314806, 0.028992881377538044, 0.5869455435002844, 0.016509194672107697]","[0.012977592546667438, 0.00543043439295919, 0.005545225419821994, 0.09579873123439028, 0.01458939442867025]",0,DenverCityCouncil_07312017_17-0680,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,197,197,1.6516567468643188,83,0.9848754405975342,0.15068313479423523,"[0.18274117821823324, -0.08976209294562879, 0.006621225208344909, 0.22047057129428316, 0.0058208837815390685]","[0.02455291478603262, 0.008752945075157007, 0.005048417655919274, 0.05489871501487546, 0.007303272197216631]",0,DenverCityCouncil_07312017_17-0680,model_A
tofueval_Qwen2.5-0.5B-Instruct,198,198,1.2149393558502197,87,1.2709720134735107,0.2312759906053543,"[-0.0012461080312215049, -0.02820057879555328, -0.01085138091303665, 0.5903710908224357, 0.34992074374987303]","[0.004555414238778724, 0.002486355836240939, 0.0019941787023035223, 0.13469251033856036, 0.07323686364468122]",0,DenverCityCouncil_07312017_17-0680,model_B
tofueval_Qwen2.5-0.5B-Instruct,199,199,2.0169708728790283,50,1.6649993658065796,0.21851105988025665,"[-0.03670174838509411, 0.06077277318574488, 0.024244572687894105, 0.36327622657641767, 0.23200676283333452]","[0.011740794763318263, 0.01707204150126927, 0.0068392612396928594, 0.07774403344432358, 0.012432968323391833]",0,DenverCityCouncil_07312017_17-0680,model_C
tofueval_Qwen2.5-0.5B-Instruct,200,200,1.2963086366653442,49,2.311353921890259,0.2768450975418091,"[0.04309682872108355, 0.09940536883754694, 0.019480805948604733, 0.37866080987590306, 0.6762000312458496]","[0.012256035510680314, 0.019299889690491723, 0.0046101920456656405, 0.06428237184311966, 0.057549334438664695]",0,DenverCityCouncil_07312017_17-0680,model_D
tofueval_Qwen2.5-0.5B-Instruct,201,201,1.957058310508728,58,0.63653564453125,0.14137838780879974,"[-0.0061260891500218165, 0.0061773494656743675, 0.05303110252937366, 0.2900573392880374, 0.09685343979247685]","[0.008585339913381552, 0.00377831527068087, 0.005078585886904279, 0.06030341525610279, 0.022681456255919205]",0,DenverCityCouncil_07312017_17-0680,model_E
tofueval_Qwen2.5-0.5B-Instruct,202,202,1.8031461238861084,82,1.128909707069397,0.23091888427734375,"[0.17954393841962263, -0.044427248003691, 0.1128048653119505, 0.6144651275933095, 0.26110958794334893]","[0.040454001779635734, 0.005238649258674785, 0.013402560771012526, 0.11196506244421404, 0.07850318267461821]",1,DenverCityCouncil_07312017_17-0680,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,203,203,1.7453147172927856,45,1.4785995483398438,0.24469836056232452,"[0.6246630354577468, -0.07542703121184281, 0.30959909913767153, 0.26449738574730064, -0.0651523544036738]","[0.11335795249987213, 0.013042014604564795, 0.011791340492014671, 0.01960938604804912, 0.005420800868840716]",0,DenverCityCouncil_07312017_17-0680,model_A
tofueval_Qwen2.5-0.5B-Instruct,204,204,2.0089728832244873,65,0.5553559064865112,0.14924298226833344,"[0.08624025768098922, 0.05438535515792095, 0.07213633791901744, 0.17127335099145197, 0.03690532625366289]","[0.014418684949655121, 0.006718803617359999, 0.004211945508835085, 0.048032980275232916, 0.010431823545457939]",1,DenverCityCouncil_07312017_17-0680,model_B
tofueval_Qwen2.5-0.5B-Instruct,205,205,1.9524366855621338,49,0.45544663071632385,0.1523687243461609,"[0.07435482396383067, 0.017937542623555174, 0.007149700056381372, 0.6573796937318177, 0.028383065376202672]","[0.015168483799076354, 0.004002046439920229, 0.0038688283040050455, 0.07071151661170452, 0.00643221297700713]",0,DenverCityCouncil_07312017_17-0680,model_C
tofueval_Qwen2.5-0.5B-Instruct,206,206,2.245328664779663,49,0.7259699702262878,0.12347263842821121,"[0.048276820894786895, 0.02998625780740867, 0.03959023756716324, 0.7188253024859088, 0.03634655486070076]","[0.009475980107319109, 0.004641797085297389, 0.003469078651115914, 0.06502419933649992, 0.0069304166610557015]",1,DenverCityCouncil_07312017_17-0680,model_D
tofueval_Qwen2.5-0.5B-Instruct,207,207,1.5872271060943604,70,1.2675724029541016,0.20136649906635284,"[0.09519218203458876, -0.015609148751380936, -0.002040755581531682, 0.4995403460805132, 0.37077207070329415]","[0.012176597214762198, 0.007508027703173071, 0.005428571789359385, 0.05882002212520945, 0.0547897296608314]",1,DenverCityCouncil_07312017_17-0680,model_E
tofueval_Qwen2.5-0.5B-Instruct,208,208,2.4723634719848633,50,1.1076874732971191,0.21728229522705078,"[0.32059199310839176, -0.054781122498679904, 0.0848255401942879, 0.36095785614801573, -0.056158946547657254]","[0.0474913993536029, 0.010381955121101783, 0.014189461034748092, 0.058630767754875704, 0.00654699147831252]",0,DenverCityCouncil_07312017_17-0680,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,209,209,2.058119773864746,41,0.4609285295009613,0.10965227335691452,"[0.05522207041248316, -0.0008751346797841351, 0.047687924580603114, 0.06450503026475994, 0.009869250309903448]","[0.01707765725640035, 0.0033280582445114285, 0.006448600132432879, 0.04357830043200676, 0.0054399534859751325]",0,DenverCityCouncil_07312017_17-0680,model_A
tofueval_Qwen2.5-0.5B-Instruct,210,210,1.313038945198059,40,2.038989543914795,0.2515946924686432,"[0.5912831108551473, -0.06337447210898972, 0.05930531374033308, 0.6754326694732299, -0.005695421462587546]","[0.06332317550550215, 0.00864166579465291, 0.005446915333413927, 0.07085436458193044, 0.004625161870995953]",1,DenverCityCouncil_07312017_17-0680,model_B
tofueval_Qwen2.5-0.5B-Instruct,211,211,1.6366703510284424,89,1.686638593673706,0.2129296064376831,"[-0.009695824949866098, -0.06125836584208863, 0.36517430603140544, 0.7213792881823414, 0.31339414563262835]","[0.026013761973261128, 0.014630466041304888, 0.030949490921884308, 0.05842242474750747, 0.04287417772401864]",1,DenverCityCouncil_07312017_17-0680,model_C
tofueval_Qwen2.5-0.5B-Instruct,212,212,1.6887900829315186,46,1.783161997795105,0.2441653162240982,"[0.032679293061728065, 0.08236525958130622, 0.6820944619451083, 0.2578562837291468, -0.06685261388623115]","[0.02468230216048972, 0.01473062267192567, 0.08041588394399182, 0.05358269702233172, 0.003263543229205306]",0,DenverCityCouncil_07312017_17-0680,model_D
tofueval_Qwen2.5-0.5B-Instruct,213,213,2.0663883686065674,42,0.7934603095054626,0.11652614176273346,"[0.08380341086359251, 0.05797636047715232, 0.0250078368311127, 0.24827529649649346, 0.05203725127059789]","[0.017950960703490722, 0.004775273957507341, 0.005074244395862999, 0.03978082147382554, 0.004785710556808183]",0,DenverCityCouncil_07312017_17-0680,model_E
tofueval_Qwen2.5-0.5B-Instruct,214,214,1.728629231452942,61,1.6616860628128052,0.2905362546443939,"[-0.01742392340932637, -0.03902505478295917, 0.1967597939932841, 0.15708592474712518, 1.2031236711400943]","[0.03239259417701018, 0.008406805052532893, 0.03995915566755699, 0.039126304896347046, 0.18374688028392275]",0,DenverCityCouncil_08292016_16-0553,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,215,215,1.2927097082138062,56,2.4536056518554688,0.307956725358963,"[-0.0782484535292107, 0.02122451608738629, 0.2410427252086395, 0.30188370592233177, 1.8754321242283498]","[0.01248742735701366, 0.009362037629573803, 0.02565539223355375, 0.0365519034031487, 0.21350685379755824]",1,DenverCityCouncil_08292016_16-0553,model_A
tofueval_Qwen2.5-0.5B-Instruct,216,216,2.024915933609009,34,1.9954721927642822,0.2814769744873047,"[-0.11810738926664378, 0.024248230947277453, 0.3265503691697685, 0.43009059787180054, 1.1429188212598949]","[0.021007844315443648, 0.01178928545641611, 0.028227400283586737, 0.059189920711159014, 0.1491083310204832]",0,DenverCityCouncil_08292016_16-0553,model_B
tofueval_Qwen2.5-0.5B-Instruct,217,217,1.210754156112671,72,2.1862258911132812,0.28281527757644653,"[0.6296687596191582, -0.04932646068025153, 0.10594844736594193, 0.1668852834966401, 1.277837266808395]","[0.06192138205229488, 0.02001023818377195, 0.02583802981620467, 0.027913268725588598, 0.14651639956198576]",1,DenverCityCouncil_08292016_16-0553,model_C
tofueval_Qwen2.5-0.5B-Instruct,218,218,1.685906171798706,72,1.0478949546813965,0.23050451278686523,"[-0.0672779062475052, 0.018240373271207016, 0.1906352430467248, 0.059519430059784405, 1.0067579922162824]","[0.011728502759859162, 0.00773931941945231, 0.03922513005469833, 0.018033053344431157, 0.16265926172996437]",1,DenverCityCouncil_08292016_16-0553,model_D
tofueval_Qwen2.5-0.5B-Instruct,219,219,0.9459234476089478,118,1.961419701576233,0.35063207149505615,"[-0.03349093566596867, -0.005496531393195471, 0.7136310070979516, 0.29665484412501014, 0.8058191988156207]","[0.012794496828273988, 0.007084115357629893, 0.1456675968830511, 0.06422769044544184, 0.09857142367669898]",0,DenverCityCouncil_08292016_16-0553,model_E
tofueval_Qwen2.5-0.5B-Instruct,220,220,1.7958799600601196,48,0.4874325692653656,0.16627655923366547,"[-0.06995054516786088, 0.00455638245815256, 0.276031737215817, 0.24977606692603635, 0.04782212301991725]","[0.01575938708333524, 0.007560317824641061, 0.0607498379995756, 0.03396653479573312, 0.038181758162257516]",0,DenverCityCouncil_08292016_16-0553,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,221,221,1.6320018768310547,71,1.5773065090179443,0.3192003667354584,"[0.02032035067034959, -0.024052108992870837, 0.15276038941092465, 0.3121046718749735, 1.1373637507040002]","[0.006658670329271608, 0.01313371403881627, 0.030813081797860756, 0.04763282313732781, 0.16213786742405253]",0,DenverCityCouncil_08292016_16-0553,model_A
tofueval_Qwen2.5-0.5B-Instruct,222,222,1.5767853260040283,45,2.440352439880371,0.3178061544895172,"[0.023589272909965882, 0.0438644715403724, 0.04027376980617798, 0.6721088541826854, 1.636523799225688]","[0.006489734969171776, 0.009489262909503143, 0.01317223096216872, 0.0658149240792328, 0.20785941345400513]",1,DenverCityCouncil_08292016_16-0553,model_B
tofueval_Qwen2.5-0.5B-Instruct,223,223,1.4879266023635864,55,1.5267940759658813,0.2622583210468292,"[-0.06454175089655274, 0.009381511929810089, 0.1611727386956442, 0.027011807675378145, 1.2917215214364908]","[0.010053952290143735, 0.005883198401873167, 0.046675761230686806, 0.04450160546102779, 0.15082968046838438]",1,DenverCityCouncil_08292016_16-0553,model_C
tofueval_Qwen2.5-0.5B-Instruct,224,224,2.2872653007507324,36,1.3622361421585083,0.23726585507392883,"[0.8007142635372778, -0.06832336784443921, 0.11961751367845055, 0.29654413175820893, 0.12261065259938025]","[0.12877944916059883, 0.01290256688541073, 0.023805435236378496, 0.03536497295822806, 0.027452934819141066]",1,DenverCityCouncil_08292016_16-0553,model_D
tofueval_Qwen2.5-0.5B-Instruct,225,225,1.5131157636642456,59,1.3218470811843872,0.21075813472270966,"[0.37008785118222615, -0.08366172027308494, 0.4957128690389948, 0.2658211795881517, 0.07992681158880183]","[0.04466165383897625, 0.010787565300249252, 0.04263644878603558, 0.032427517021845896, 0.03182952749551278]",0,DenverCityCouncil_08292016_16-0553,model_E
tofueval_Qwen2.5-0.5B-Instruct,226,226,2.5097708702087402,58,1.4007184505462646,0.21923957765102386,"[0.2518508421886383, -0.0556284777753874, 0.034006646438401414, -0.0015190278811195608, 0.830387817446849]","[0.033162355008291095, 0.023952690509962973, 0.004478121445792003, 0.014266419845045737, 0.12595664264743642]",1,DenverCityCouncil_08292016_16-0553,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,227,227,1.7725508213043213,60,1.3690329790115356,0.2257792055606842,"[-0.016836965495410066, 0.00801853431633693, 0.012741788284862802, 0.010829445008251544, 1.1042256296922763]","[0.002832817679735437, 0.0025877789375575353, 0.004198952715794727, 0.003132220065540044, 0.18569253840735958]",0,DenverCityCouncil_08292016_16-0553,model_A
tofueval_Qwen2.5-0.5B-Instruct,228,228,1.9908488988876343,49,1.2440053224563599,0.24167673289775848,"[-0.005981335989009513, -0.040392079456662996, 0.011632676288599566, -0.032954557798060405, 1.030271593794911]","[0.002595335436165776, 0.002731006053239776, 0.0019591792462789475, 0.003823453146809215, 0.20657440360008303]",1,DenverCityCouncil_08292016_16-0553,model_B
tofueval_Qwen2.5-0.5B-Instruct,229,229,2.0300471782684326,41,2.3149101734161377,0.31614208221435547,"[-0.03463487779574679, 0.11158276840876902, -0.010575491924899368, 0.1865377451918548, 1.4583011232316494]","[0.0024198029540701367, 0.023058881402603884, 0.0069030002214248735, 0.019278087883266404, 0.2220611171683342]",0,DenverCityCouncil_08292016_16-0553,model_C
tofueval_Qwen2.5-0.5B-Instruct,230,230,2.076538562774658,30,2.0500400066375732,0.29558244347572327,"[-0.02228251491857615, 0.04562415831460385, 0.04265611308607428, -0.0538247350389914, 1.7495236453289786]","[0.00195381979802202, 0.004501594936664332, 0.002597897166879193, 0.0026744787880621365, 0.2565479101904202]",0,DenverCityCouncil_08292016_16-0553,model_D
tofueval_Qwen2.5-0.5B-Instruct,231,231,1.30872642993927,78,2.1802213191986084,0.29947522282600403,"[-0.029293715638069002, 0.9945980368640261, 0.8410673362420474, 0.04254909822824023, -0.019737519167765873]","[0.007857446528870965, 0.1406511790398956, 0.1284491534157228, 0.0020072671186921864, 0.00848504765328984]",0,DenverCityCouncil_11212016_16-1065,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,232,232,1.0559556484222412,86,2.1804282665252686,0.3384566307067871,"[-0.07090096094497164, 0.8703567544615971, 0.9789747564929585, 0.022100057464254055, -0.00894440978067165]","[0.00970686805742931, 0.14833297834597625, 0.15253323123430337, 0.001683950899081938, 0.007356979538817382]",1,DenverCityCouncil_11212016_16-1065,model_A
tofueval_Qwen2.5-0.5B-Instruct,233,233,0.8912392854690552,65,2.098573684692383,0.2904811203479767,"[-0.046154662864291124, 0.9931287709965965, 0.6515143922092018, -0.013697816999202727, -0.00012064124174720256]","[0.011057998474797815, 0.1618755768250594, 0.07231309574146613, 0.002261229365599932, 0.009792610543124606]",0,DenverCityCouncil_11212016_16-1065,model_B
tofueval_Qwen2.5-0.5B-Instruct,234,234,0.6624327301979065,102,2.452890634536743,0.3302719295024872,"[-0.024025896381161538, 0.8842495864636494, 1.2742681415273573, 0.0264465750239036, -0.015600316986757545]","[0.007397268767284274, 0.11912632887774902, 0.18324788310257098, 0.001097310688501779, 0.004314991261586712]",0,DenverCityCouncil_11212016_16-1065,model_C
tofueval_Qwen2.5-0.5B-Instruct,235,235,1.505652666091919,71,-0.0001514209870947525,0.06640776246786118,"[-0.0026895043968028737, -0.050004415686140724, 0.03894563351816391, -0.03381743361283875, -0.029918246805670644]","[0.006826595417138037, 0.010891048834902366, 0.0033683014099058477, 0.0009504116481240013, 0.0049295424593419485]",1,DenverCityCouncil_11212016_16-1065,model_D
tofueval_Qwen2.5-0.5B-Instruct,236,236,2.1521048545837402,50,1.7954318523406982,0.21571636199951172,"[-0.0428959471424605, 0.3819894271699013, 0.7120741145862121, -0.0282743710372597, -0.046662019970681284]","[0.015443033886458579, 0.031220696345117177, 0.09884301883429089, 0.001380847890854966, 0.01018093291628702]",0,DenverCityCouncil_11212016_16-1065,model_E
tofueval_Qwen2.5-0.5B-Instruct,237,237,1.6878511905670166,64,1.542722225189209,0.28597044944763184,"[-0.003523819502220249, 0.5658866568574012, 0.43071940500448136, 0.04102293248791966, -0.0030696829079488452]","[0.006706552091952034, 0.14124983747774422, 0.11767197738864255, 0.002641017854814187, 0.011487351469483542]",0,DenverCityCouncil_11212016_16-1065,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,238,238,0.928931713104248,96,1.9660953283309937,0.31251463294029236,"[-0.031111405459076497, 0.8848422988991539, 0.8926297891183594, 0.01928833305904239, 0.012143558467490342]","[0.004270736180307229, 0.13971109959433647, 0.13393071003622717, 0.001383139775498421, 0.008705941891506086]",0,DenverCityCouncil_11212016_16-1065,model_A
tofueval_Qwen2.5-0.5B-Instruct,239,239,1.1466126441955566,106,1.6925450563430786,0.2727336287498474,"[-0.025729433318710502, 0.7874475714465315, 0.8067779729645427, 0.02255201759307622, -0.0034932369478482077]","[0.0070646920370060875, 0.11295353540755866, 0.11422316923676644, 0.0020802087298463067, 0.011792107303152397]",0,DenverCityCouncil_11212016_16-1065,model_B
tofueval_Qwen2.5-0.5B-Instruct,240,240,1.2759300470352173,71,1.75523841381073,0.2912939488887787,"[-0.02157622633004253, 0.7040735185834985, 0.803766008924765, 0.0523100492705773, -0.010638854571726357]","[0.007072873407244349, 0.1432378733283463, 0.132339288924061, 0.0024233517328578363, 0.010921296220680823]",0,DenverCityCouncil_11212016_16-1065,model_C
tofueval_Qwen2.5-0.5B-Instruct,241,241,0.18640075623989105,142,2.4707448482513428,0.38776376843452454,"[-0.011811034746796407, 0.5570000916063499, 1.803290021981219, 0.017107394523873793, -0.018675653748258053]","[0.0024363868514001297, 0.0827172974412273, 0.29254775987772386, 0.00038304945510358074, 0.0036158892115720296]",0,DenverCityCouncil_11212016_16-1065,model_D
tofueval_Qwen2.5-0.5B-Instruct,242,242,0.29343733191490173,167,2.338515043258667,0.36304885149002075,"[0.0029982133393547453, 0.40106925690779355, 1.8107216077661468, 0.008329543237614744, -0.0024487475725695216]","[0.0020721729599258963, 0.06194340959004665, 0.28000392435287047, 0.00041189855515455574, 0.0037159771665475653]",0,DenverCityCouncil_11212016_16-1065,model_E
tofueval_Qwen2.5-0.5B-Instruct,243,243,0.9443245530128479,47,1.964413046836853,0.3074738085269928,"[-0.028341782262361177, 1.3674026431845243, 0.06706294169158897, 0.016937382595487896, -0.01338316959833932]","[0.008859572874355503, 0.22870164719447628, 0.005981122838430236, 0.001752890801143128, 0.008528611205345905]",0,DenverCityCouncil_11212016_16-1065,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,244,244,1.1404484510421753,81,1.8180993795394897,0.32153016328811646,"[0.058394959985036375, 0.8583965600679491, 0.8345937778521832, 0.006945618190788262, 0.07729468749976935]","[0.007982418812809028, 0.17459173987425755, 0.1378680321447266, 0.0012781384821743285, 0.010686257642652137]",1,DenverCityCouncil_11212016_16-1065,model_A
tofueval_Qwen2.5-0.5B-Instruct,245,245,0.6205620169639587,139,2.145925760269165,0.33547818660736084,"[0.021840323753959185, 0.6176922774278695, 1.4072144039312027, -0.006101445853588472, -0.03234310155156197]","[0.006327926345564922, 0.10920510423690051, 0.2170152201423696, 0.00186052990629947, 0.004657386715755758]",0,DenverCityCouncil_11212016_16-1065,model_B
tofueval_Qwen2.5-0.5B-Instruct,246,246,1.0451476573944092,95,1.8944206237792969,0.31895267963409424,"[-0.019656698390884374, 0.8396604737916373, 0.9460520632833083, 0.015790067728161567, 0.02756870998572068]","[0.011816384343159084, 0.1429176940043506, 0.13495512917248728, 0.003340306920557324, 0.00893698437272226]",0,DenverCityCouncil_11212016_16-1065,model_C
tofueval_Qwen2.5-0.5B-Instruct,247,247,0.9939298033714294,124,2.0185587406158447,0.3000551164150238,"[0.2162788321233268, 0.8467697114214271, 0.4818312716338809, 0.06219863072180575, 0.06881952326030812]","[0.023736128466080662, 0.13990483291969036, 0.06439434887986803, 0.007838509125515852, 0.019680287586605654]",1,DenverCityCouncil_11212016_16-1065,model_D
tofueval_Qwen2.5-0.5B-Instruct,248,248,0.9738538861274719,96,2.0912692546844482,0.31711921095848083,"[0.10339909061451162, 1.0349532419618868, 0.8279042215864365, 0.01943031263237079, -0.02767949527139753]","[0.007959419547021321, 0.16170345701551506, 0.10897940132430506, 0.0015594183205619079, 0.0067599286911826555]",0,DenverCityCouncil_11212016_16-1065,model_E
tofueval_Qwen2.5-0.5B-Instruct,249,249,2.584401845932007,59,0.69947749376297,0.15236152708530426,"[0.2580948302125084, 0.11673168680182104, 0.14645881103301767, 0.004185681730000474, -0.0362112160319311]","[0.10206713111116839, 0.025057951706720028, 0.02348012948605328, 0.0025048733690771585, 0.005012449666826612]",1,LongBeachCC_02082022_22-0137,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,250,250,0.545730471611023,72,2.761990547180176,0.32045844197273254,"[2.700833308195999, 0.004070366465692625, -0.005663362891567658, 0.001580953843731297, 0.014864145401525598]","[0.3125934853800977, 0.0010935523786529523, 0.0007266383715887059, 0.0007366717568378552, 0.003771502678108144]",0,LongBeachCC_02082022_22-0137,model_A
tofueval_Qwen2.5-0.5B-Instruct,251,251,0.9188204407691956,126,2.458953619003296,0.30154597759246826,"[1.6983194134340414, 0.7860800515001823, -0.02100253281386203, -0.007939077701870528, -0.0245210897122354]","[0.21779820555809512, 0.08862014649121788, 0.0029989977405448605, 0.0016097098281933982, 0.004842605682354936]",0,LongBeachCC_02082022_22-0137,model_B
tofueval_Qwen2.5-0.5B-Instruct,252,252,1.232406735420227,83,2.328374147415161,0.31679078936576843,"[1.226973374823041, 1.1845126888368114, 0.002718404426121262, -0.009330410490402284, 0.0019330366359724164]","[0.18262500299634524, 0.13654571138948152, 0.004306834471108287, 0.0024151841260210134, 0.0062326128475019855]",0,LongBeachCC_02082022_22-0137,model_C
tofueval_Qwen2.5-0.5B-Instruct,253,253,1.508861780166626,89,1.7566746473312378,0.2689242959022522,"[0.42422122040026417, 1.1339924936611587, 0.11619441081476518, -0.009455613310952746, -0.022486327261463025]","[0.10379334854249035, 0.138002881453861, 0.012700063254836995, 0.0019222626939087574, 0.0050812037033175035]",0,LongBeachCC_02082022_22-0137,model_D
tofueval_Qwen2.5-0.5B-Instruct,254,254,1.4976614713668823,90,-0.028538096696138382,0.06073398515582085,"[-0.05014659200351161, 0.0027948065891400297, -0.0027325882858652522, -0.014902143894525781, 0.007497006732976135]","[0.023732480583129878, 0.006311721849543674, 0.0014676670474361546, 0.0015710559748444868, 0.0036079585668435106]",1,LongBeachCC_02082022_22-0137,model_E
tofueval_Qwen2.5-0.5B-Instruct,255,255,3.0091068744659424,76,1.056351661682129,0.18355335295200348,"[0.22330458870436287, 0.46030849254901496, 0.11466749215850014, -0.013034925431216643, -0.026417124507851872]","[0.06794195291009798, 0.0643875735108042, 0.04143829287720056, 0.00459664599807752, 0.004783126110030061]",1,LongBeachCC_02082022_22-0137,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,256,256,2.2830162048339844,35,0.21899540722370148,0.08711548149585724,"[0.017260160762816668, 0.04100858470691102, 0.008688387234828301, 0.024197742928351675, -0.009425831745777812]","[0.013863143390959261, 0.023488771368283777, 0.003233116606653701, 0.00211880756422553, 0.004252359464174203]",1,LongBeachCC_02082022_22-0137,model_A
