model,resp_id,orig_idx,mean_surprisal,n_ans,gap,jsd_noctx,chunk_drops,chunk_jsds,label,doc_id,summ_model
tofueval_Qwen2.5-0.5B-Instruct,486,486,2.456925392150879,51,1.8134121894836426,0.28315964341163635,"[0.0036486018415969597, 0.4943452244420483, 0.09292602482802227, 0.2960877461323167, 0.019827169416488436]","[0.05140976659284063, 0.09924009920701328, 0.04526561912842796, 0.04010761562348949, 0.007355024493906468]",1,LongBeachCC_08152017_17-0671,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,487,487,0.9136250615119934,45,4.312442302703857,0.4961397349834442,"[1.8080125888932446, 0.06324514377467697, 0.04344593698390074, 0.01065628280994133, 0.003041888204946493]","[0.2435517707002873, 0.03205704624788268, 0.005322527229757018, 0.0011944842770996425, 0.009848837340804393]",0,LongBeachCC_08152017_17-0671,model_A
tofueval_Qwen2.5-0.5B-Instruct,488,488,2.300671339035034,43,1.1806232929229736,0.23953451216220856,"[0.6029085122186929, -0.01625276970417174, 0.010120543863808434, 0.03380454306796648, 0.08339397978683295]","[0.10084355436096261, 0.051211881637628236, 0.006152491487923303, 0.0033924803770539022, 0.013287149004094487]",1,LongBeachCC_08152017_17-0671,model_B
tofueval_Qwen2.5-0.5B-Instruct,489,489,0.9022674560546875,49,3.952171802520752,0.4778948426246643,"[2.1510122627274093, 0.07975173325587316, 0.04409995791376081, -0.006523889939170639, 0.07337124449170042]","[0.27322461493190064, 0.04313094115371184, 0.004656019422740502, 0.0023390411077561834, 0.0065561761300011075]",0,LongBeachCC_08152017_17-0671,model_C
tofueval_Qwen2.5-0.5B-Instruct,490,490,1.4934223890304565,34,2.966644525527954,0.39586061239242554,"[0.44300235328666854, 1.310839006807916, 0.010060042611311312, 0.007136828181233688, -0.04000735459917718]","[0.11585569458036522, 0.1935376017760759, 0.011527659744220889, 0.0025300495837474474, 0.00703096783659957]",0,LongBeachCC_08152017_17-0671,model_D
tofueval_Qwen2.5-0.5B-Instruct,491,491,1.8067651987075806,46,2.4752089977264404,0.2856208086013794,"[0.17591685459861447, 0.8908171121145089, 0.07952697450092154, 0.0167285360270319, 0.05284798456070506]","[0.04722897691416343, 0.14945341709684448, 0.013218719758673782, 0.004371595345928555, 0.011624631491098053]",0,LongBeachCC_08152017_17-0671,model_E
tofueval_Qwen2.5-0.5B-Instruct,492,492,2.6055774688720703,36,2.112844705581665,0.2598477602005005,"[0.967470342062168, 0.010883084632445793, 0.5532519786389558, 0.11276600538066203, -0.05040246886917683]","[0.1470474852956411, 0.003943324243274778, 0.05106064823841194, 0.004345631822784036, 0.00906170407972774]",0,LongBeachCC_08252020_20-0608,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,493,493,1.7483062744140625,39,2.3413822650909424,0.2689889967441559,"[2.2523427248338406, 0.011830396917596376, 0.007643879774173585, 0.02118978609985042, -0.036446040754246775]","[0.2163842733268841, 0.005792796804003367, 0.0076386438254288785, 0.0028354457273623303, 0.0031106731001867816]",0,LongBeachCC_08252020_20-0608,model_A
tofueval_Qwen2.5-0.5B-Instruct,494,494,0.9126719236373901,108,2.1026487350463867,0.27717697620391846,"[0.7765429837777278, 0.5144022848358468, 0.9532228736262807, 0.009955729597710093, -0.018673852927678227]","[0.09101341798018607, 0.07748672527627688, 0.10160083619164839, 0.005383682461290055, 0.0021208906146570586]",0,LongBeachCC_08252020_20-0608,model_B
tofueval_Qwen2.5-0.5B-Instruct,495,495,1.588033676147461,60,2.312105417251587,0.2810191512107849,"[1.8577603256659738, -0.004106493443153643, 0.32918838572547127, 0.045432941222012836, -0.02317500196883581]","[0.2104209556816689, 0.009962890151632564, 0.021604917585046717, 0.0027245577213250273, 0.004844466845005968]",1,LongBeachCC_08252020_20-0608,model_C
tofueval_Qwen2.5-0.5B-Instruct,496,496,1.5175013542175293,108,1.231864333152771,0.2236301302909851,"[0.6664014507071072, 0.30851738828803094, 0.02323907361498338, 0.31030717727330065, 0.012426680200898469]","[0.07907218363721069, 0.04388296416577192, 0.05743680622828756, 0.043007323314887824, 0.002812371028434926]",0,LongBeachCC_08252020_20-0608,model_D
tofueval_Qwen2.5-0.5B-Instruct,497,497,1.480016827583313,42,1.8286206722259521,0.20649945735931396,"[1.8582250148021038, -0.00032460847192591506, -0.018837840507179255, 0.01040803798410447, -0.006521776348758327]","[0.1562487761382813, 0.006712045633066276, 0.01090003962003937, 0.006021002009745081, 0.0020171670143264734]",1,LongBeachCC_08252020_20-0608,model_E
tofueval_Qwen2.5-0.5B-Instruct,498,498,3.362640142440796,46,0.948516845703125,0.16358475387096405,"[0.3608727589826626, 0.05148894712328911, -0.005484761909389383, -0.005059561730139767, -0.025348595465007034]","[0.10642207166908876, 0.011591047925974082, 0.0105536288602786, 0.005501533145137649, 0.0045956897038986035]",1,LongBeachCC_08252020_20-0608,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,499,499,1.7290061712265015,66,0.30400577187538147,0.06071457639336586,"[0.034083822910113006, 0.06561322713175534, 0.039582849937935614, 0.01993564381281789, -0.012677206966062922]","[0.014634359660938186, 0.007460685511232717, 0.004609905636994661, 0.002408598888195863, 0.001512000835222435]",1,LongBeachCC_08252020_20-0608,model_A
tofueval_Qwen2.5-0.5B-Instruct,500,500,1.1303184032440186,93,2.3893134593963623,0.29146629571914673,"[1.170146062454429, 0.6652201365710738, 0.6761043871255845, 0.006756543405454948, -0.020365767385810224]","[0.1401181680614896, 0.08031862613441453, 0.06546841363745652, 0.0034757499658445994, 0.0020472889700274225]",0,LongBeachCC_08252020_20-0608,model_B
tofueval_Qwen2.5-0.5B-Instruct,501,501,1.7248164415359497,57,2.542771100997925,0.2938709855079651,"[2.166326405529521, 0.04441213589049304, 0.09066313817898494, 0.03543153978279678, -0.00043440613412633214]","[0.2380676536592083, 0.014004409373479862, 0.020250530656819154, 0.004072070220812301, 0.007295809498241636]",0,LongBeachCC_08252020_20-0608,model_C
tofueval_Qwen2.5-0.5B-Instruct,502,502,1.426586627960205,46,0.46020635962486267,0.05743838846683502,"[0.05967460851167308, 0.028351919344656737, 0.06582006586477687, 0.04782981602804047, 0.006106475323220999]","[0.01714301420774874, 0.0023632874145614155, 0.004629449486085081, 0.0018877949710802409, 0.00174283559015689]",1,LongBeachCC_08252020_20-0608,model_D
tofueval_Qwen2.5-0.5B-Instruct,503,503,2.024765729904175,38,1.5298928022384644,0.2187550961971283,"[0.7051033482176104, 0.1308648636161371, -0.08271522874776183, -0.02185617593998981, -0.038648158149283664]","[0.11110073396718546, 0.037402445280399, 0.011644612817776746, 0.00697463325974206, 0.005072120559626189]",0,LongBeachCC_08252020_20-0608,model_E
tofueval_Qwen2.5-0.5B-Instruct,504,504,2.194028377532959,37,2.3010683059692383,0.3186616003513336,"[1.7072436436507348, -0.021393904824878053, 0.030843847486008796, -0.014384645482022205, 0.0052513223881514685]","[0.24593826674075947, 0.003844050905497794, 0.00823975650012539, 0.0032649123367128915, 0.004172049664009054]",0,LongBeachCC_08252020_20-0608,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,505,505,2.0315792560577393,96,1.3357046842575073,0.21661651134490967,"[0.4770597856628835, -0.0032710970704480737, 0.44461331613877064, 0.22165051165249375, 0.015101011376070042]","[0.08350406534598183, 0.014852565039586096, 0.060951517772127296, 0.03466856458433062, 0.0048340119801366654]",1,LongBeachCC_08252020_20-0608,model_A
tofueval_Qwen2.5-0.5B-Instruct,506,506,1.507468819618225,74,1.7306852340698242,0.25500500202178955,"[1.508591854951118, 0.05475158375510718, -0.022171239637287187, -0.01746603182633604, 0.0386058834475399]","[0.18297145037590903, 0.009008035508794147, 0.016982636956949425, 0.0043447097566091065, 0.007289163626437953]",0,LongBeachCC_08252020_20-0608,model_B
tofueval_Qwen2.5-0.5B-Instruct,507,507,1.467299222946167,20,3.8826115131378174,0.3866831362247467,"[3.151796183921397, 0.04514788833657803, 0.013176802852103719, 0.04324858246254735, 0.006144635649616248]","[0.3043674245243892, 0.0015432510889581863, 0.004874969515731209, 0.0022608540628596074, 0.002004799028463822]",0,LongBeachCC_08252020_20-0608,model_C
tofueval_Qwen2.5-0.5B-Instruct,508,508,1.2233343124389648,43,2.9951980113983154,0.3289840519428253,"[2.552293972220532, -0.02275780783914998, 0.014254155684517003, 0.008127423067361273, 0.08393184217666838]","[0.28448171486271284, 0.004378926175443371, 0.004114665384480333, 0.0031886237273057055, 0.0036338154565834597]",0,LongBeachCC_08252020_20-0608,model_D
tofueval_Qwen2.5-0.5B-Instruct,509,509,1.417932152748108,43,2.6912600994110107,0.33920732140541077,"[2.5173620211696903, -0.031429042833118474, -0.09807463761607386, -0.03710942768309398, 0.057026257496164724]","[0.2941711003740513, 0.0028260187822823136, 0.004686507825622317, 0.0028323310669939043, 0.0023786080243763633]",0,LongBeachCC_08252020_20-0608,model_E
tofueval_Qwen2.5-0.5B-Instruct,510,510,2.4436864852905273,57,0.6951761841773987,0.1782102733850479,"[0.19560870586275614, -0.006672826203979193, -0.051002933476283624, -0.01581721518111105, 0.02446568149893561]","[0.047990238039969164, 0.016836274664352426, 0.035590512139520525, 0.008958817889431987, 0.010925286329979187]",0,LongBeachCC_09042018_18-0783,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,511,511,1.514906406402588,127,1.6833431720733643,0.23173879086971283,"[0.23131002037805198, 0.044661606771286624, 0.40390286882550963, 0.0028093026617063413, 0.45510157241186266]","[0.03226529350197915, 0.011355771182368656, 0.06033152472201529, 0.016260869330228776, 0.0630183495714527]",0,LongBeachCC_09042018_18-0783,model_A
tofueval_Qwen2.5-0.5B-Instruct,512,512,1.644178867340088,59,1.3133025169372559,0.21273836493492126,"[0.9926530432451312, 0.055230077917212066, -0.03984303628595179, 0.046729314088440596, -0.061824451618723304]","[0.09526244404030691, 0.009889652136072243, 0.013870968370323974, 0.014087307016799229, 0.009407652438728861]",0,LongBeachCC_09042018_18-0783,model_B
tofueval_Qwen2.5-0.5B-Instruct,513,513,2.595731019973755,48,0.8350582122802734,0.20057563483715057,"[0.5662588353152387, -0.04868014864526534, -0.034222928991463654, 0.08004376872365053, -0.020033906718405586]","[0.08802309461498226, 0.010990556899933779, 0.005551444390069567, 0.009736854083908971, 0.009066065099962847]",0,LongBeachCC_09042018_18-0783,model_C
tofueval_Qwen2.5-0.5B-Instruct,514,514,1.5859739780426025,112,0.9754529595375061,0.20385552942752838,"[0.38894906887383385, 0.01997773500027376, 0.1079780350841507, 0.43017714872972385, -0.03226852776008725]","[0.066110573774852, 0.011880820390518108, 0.040181293356677576, 0.05079110085664697, 0.010384050639438718]",0,LongBeachCC_09042018_18-0783,model_D
tofueval_Qwen2.5-0.5B-Instruct,515,515,1.1598175764083862,99,1.5790377855300903,0.24611195921897888,"[0.1655116115311323, 0.04483472931021213, 0.715917774166258, 0.3107291178936856, -0.04472459754139312]","[0.027271628679233863, 0.018532925042478898, 0.10053783222964638, 0.05217974079957272, 0.012035823598282466]",0,LongBeachCC_09042018_18-0783,model_E
tofueval_Qwen2.5-0.5B-Instruct,516,516,2.628582000732422,74,0.8965264558792114,0.14277957379817963,"[0.32837233572255986, 0.018192089821929363, 0.1524466383774337, 0.13882254699451183, 0.07588211385410505]","[0.029885063650675187, 0.005868795907151953, 0.03954312194467683, 0.022895328216121297, 0.012225385082815224]",0,LongBeachCC_09042018_18-0783,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,517,517,1.3590776920318604,152,0.9170516133308411,0.15273882448673248,"[0.3241585951287968, -0.005544726134279412, 0.290995713230682, 0.10644651046021336, 0.20038352180130173]","[0.05063387832486617, 0.006759105116313472, 0.044034077161714584, 0.02300297971346597, 0.02354319554550512]",0,LongBeachCC_09042018_18-0783,model_A
tofueval_Qwen2.5-0.5B-Instruct,518,518,1.6666148900985718,36,0.3664467930793762,0.10936819016933441,"[0.11697538809736822, -0.043612094555404234, 0.2736123938601749, 0.08567944680544315, 0.15293269578857385]","[0.007095169429387877, 0.007906068817267927, 0.06771722266903958, 0.0074570045264358165, 0.006030885888726011]",0,LongBeachCC_09042018_18-0783,model_B
tofueval_Qwen2.5-0.5B-Instruct,519,519,1.4949593544006348,101,0.9644789099693298,0.17276538908481598,"[0.05660338424080476, 0.056172363846193965, 0.28415182066014, 0.46695588911148156, -0.045790127253201376]","[0.011906945213409603, 0.006992656441809123, 0.04528609253809756, 0.06290910013548104, 0.012761248893616765]",0,LongBeachCC_09042018_18-0783,model_C
tofueval_Qwen2.5-0.5B-Instruct,520,520,1.4676774740219116,107,0.9823256134986877,0.16967882215976715,"[0.16561033363561756, -0.00894384681210183, 0.2029531506487499, 0.06634394943667359, 0.3526787393243339]","[0.02212652201340155, 0.005156569375257464, 0.03977830852437645, 0.024911751835469804, 0.050937328764898794]",0,LongBeachCC_09042018_18-0783,model_D
tofueval_Qwen2.5-0.5B-Instruct,521,521,1.1822723150253296,77,1.6676390171051025,0.21738240122795105,"[1.060646554468579, -0.04727192625366363, 0.1429666080115236, 0.4529290297516552, 0.23905276120266145]","[0.1089066635742014, 0.010628357750096693, 0.018477094108380082, 0.0699705612700371, 0.030939854011573707]",0,LongBeachCC_09042018_18-0783,model_E
tofueval_Qwen2.5-0.5B-Instruct,522,522,2.4237823486328125,72,1.0336203575134277,0.22637993097305298,"[0.2164866659618888, 0.04393895219093085, 0.1546607847914048, 0.2817608485315254, 0.022972232388080254]","[0.04149883285713843, 0.013568612828707829, 0.050392760135243485, 0.05842346151459626, 0.011285613497866128]",1,LongBeachCC_09042018_18-0783,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,523,523,1.652976632118225,39,2.946596622467041,0.36969465017318726,"[2.7926705791017947, -0.06051316918651887, 9.20022850130828e-05, -0.018058748448824283, -0.016915112017812088]","[0.3243386195047209, 0.016380467879489748, 0.0009102695333193622, 0.0013963957132476096, 0.008061117454172536]",0,LongBeachCC_09042018_18-0783,model_A
tofueval_Qwen2.5-0.5B-Instruct,524,524,1.7260627746582031,71,1.134191870689392,0.19219519197940826,"[0.6052376743456067, 0.015428074534316744, 0.03141954783403518, 0.10122912401631869, 0.2808769126461645]","[0.12201930970001394, 0.008999532190500759, 0.002478781133408453, 0.022843625537112708, 0.025466584491836405]",1,LongBeachCC_09042018_18-0783,model_B
tofueval_Qwen2.5-0.5B-Instruct,525,525,1.3891717195510864,140,1.5625836849212646,0.22967730462551117,"[0.5872814844054769, 0.012081891386437097, 0.3846513945800585, 0.25477721828584826, -0.01081454234985618]","[0.06479351170208766, 0.009651104537428928, 0.059882496938040014, 0.05272271679442286, 0.01229613385176955]",1,LongBeachCC_09042018_18-0783,model_C
tofueval_Qwen2.5-0.5B-Instruct,526,526,1.775921106338501,112,1.2697563171386719,0.23588848114013672,"[0.8112722765945364, -0.00029017089972122837, 0.27879555854113797, -0.02152448830747744, -0.052468017318980334]","[0.11585670335872626, 0.010135706612077553, 0.05432460225252304, 0.011573995299658333, 0.006716189541521089]",0,LongBeachCC_09042018_18-0783,model_D
tofueval_Qwen2.5-0.5B-Instruct,527,527,1.7300676107406616,89,1.1750682592391968,0.2207864224910736,"[0.7690531212530424, 0.09313467807094619, 0.04256259076254118, 0.012075163765412787, -0.0031011683563571006]","[0.12515360327192918, 0.03116266395536922, 0.011365459600404321, 0.005181679063977928, 0.009220172191007396]",1,LongBeachCC_09042018_18-0783,model_E
tofueval_Qwen2.5-0.5B-Instruct,528,528,3.2044014930725098,62,1.039484977722168,0.22011099755764008,"[0.2505762677098955, 0.10617574471079054, 0.18163844925020972, 0.34368128983694457, 0.0001934223598049533]","[0.10478816297695777, 0.02552651539653814, 0.018464921153721545, 0.03279944533923915, 0.005766773882045996]",0,LongBeachCC_10112016_16-0929,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,529,529,1.2276166677474976,51,2.265591859817505,0.2848454713821411,"[1.1981966704450886, 0.7324562036830649, -0.012446513077627648, -0.008582362380562415, 0.001790035267785082]","[0.17544714030412376, 0.08191995288383373, 0.005078505062636609, 0.005679849270024409, 0.005521918279448394]",0,LongBeachCC_10112016_16-0929,model_A
tofueval_Qwen2.5-0.5B-Instruct,530,530,1.9190822839736938,96,0.6323404908180237,0.13348624110221863,"[0.37448307068977255, 0.02987962371541168, -0.012875343266083897, 0.02295426656989245, 0.010532654827936009]","[0.07898830547578466, 0.005257612218845982, 0.006678066213330188, 0.012438715727062307, 0.006575226207417018]",1,LongBeachCC_10112016_16-0929,model_B
tofueval_Qwen2.5-0.5B-Instruct,531,531,2.065822124481201,35,0.7578350305557251,0.1940149962902069,"[0.0030449818882126627, 0.18304026649046656, -0.05060637200076599, 0.06311231850870952, 0.01796864358537797]","[0.11822603928979203, 0.009185818470476599, 0.007289336250778433, 0.013582707154156586, 0.008514374294827575]",0,LongBeachCC_10112016_16-0929,model_C
tofueval_Qwen2.5-0.5B-Instruct,532,532,1.1878165006637573,53,2.2995235919952393,0.3121725916862488,"[1.0042042841778998, 1.0272910181715216, -0.020657881040604925, 0.05527944027507713, 8.423532521844191e-05]","[0.18045164949649437, 0.09726905077175944, 0.006293362362249195, 0.006903230143900858, 0.006197731754179225]",0,LongBeachCC_10112016_16-0929,model_D
tofueval_Qwen2.5-0.5B-Instruct,533,533,1.7001769542694092,94,1.6016576290130615,0.23163190484046936,"[0.32772070884629045, 0.15273277732039595, 0.2837974107859872, 0.7818723180463805, -0.033715804945615595]","[0.08348013417618491, 0.03819236514537961, 0.01660814198818446, 0.08979079053453239, 0.01153654822509781]",0,LongBeachCC_10112016_16-0929,model_E
tofueval_Qwen2.5-0.5B-Instruct,534,534,3.123246908187866,48,1.0603235960006714,0.2394355684518814,"[0.31666119668322307, -0.09888684706917654, 0.17259840370388702, 0.17517926633202782, 0.07371446610583614]","[0.11617500906898688, 0.04494028443578676, 0.039635834878936294, 0.020540531865208322, 0.004908264011495096]",0,LongBeachCC_10112016_16-0929,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,535,535,1.4920989274978638,42,2.270435333251953,0.2756902277469635,"[1.6470663297999029, 0.3127594708902983, -0.0573214440089595, 0.02512980986891004, -0.015132318269544547]","[0.20463022186093094, 0.04797940678021665, 0.006360793564659789, 0.0075206190412288945, 0.006360359336110291]",0,LongBeachCC_10112016_16-0929,model_A
tofueval_Qwen2.5-0.5B-Instruct,536,536,1.4187504053115845,83,2.091428756713867,0.26012301445007324,"[0.962038576197586, 0.3208154445907335, 0.28181635634789554, 0.0976118209066307, 0.14610155506732073]","[0.13747973529799387, 0.05407366982888243, 0.04111762840826015, 0.011283377310763237, 0.01741513390288126]",0,LongBeachCC_10112016_16-0929,model_B
tofueval_Qwen2.5-0.5B-Instruct,537,537,1.435581088066101,75,1.9203037023544312,0.25716057419776917,"[0.8505989225488156, 0.764641421243238, -0.04258390357562651, 0.012922215979391088, -0.016245986406380933]","[0.1451908774251448, 0.07383351382375015, 0.006899435904294175, 0.007426498758650269, 0.0055335786298110175]",0,LongBeachCC_10112016_16-0929,model_C
tofueval_Qwen2.5-0.5B-Instruct,538,538,1.2969965934753418,109,1.437137246131897,0.23579947650432587,"[0.6719108298816078, 0.6717348056119106, 0.012598902717475147, 0.08496552008260767, 0.014903487790634412]","[0.10333176858710748, 0.10274222106452667, 0.005461516512969373, 0.014726107780244517, 0.004162958635700915]",1,LongBeachCC_10112016_16-0929,model_D
tofueval_Qwen2.5-0.5B-Instruct,539,539,1.3909989595413208,146,1.8547735214233398,0.2679361402988434,"[0.6462903799132719, 0.4734073016728348, 0.08467339525603863, 0.7966575952757996, 0.22259217953834282]","[0.08254998865973055, 0.08002489423909519, 0.015229985112010699, 0.0832915897312918, 0.028060321388506528]",0,LongBeachCC_10112016_16-0929,model_E
tofueval_Qwen2.5-0.5B-Instruct,540,540,2.1959609985351562,36,1.3738876581192017,0.22537446022033691,"[0.4846693926827154, 0.13149237330071628, 0.12563510755232224, 0.11877723814298709, 0.0025833605193636483]","[0.13333024937310256, 0.021577637041698634, 0.02255937952961378, 0.01561017751141157, 0.010967778462953801]",0,LongBeachCC_10112016_16-0929,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,541,541,1.8359153270721436,52,1.609743356704712,0.24773159623146057,"[0.4943080785182806, 0.08243235100795013, 0.3882975210256588, 0.18359042887683386, -0.02348588812702264]","[0.1195787663768547, 0.014324450244119956, 0.056564107703287354, 0.03410451192015584, 0.013088530817605295]",0,LongBeachCC_10112016_16-0929,model_A
tofueval_Qwen2.5-0.5B-Instruct,542,542,1.4477415084838867,45,2.3247737884521484,0.2566474676132202,"[1.253658326332354, 0.3781671676836494, 0.5395618751024206, -0.035309564301537144, -0.0563890564824558]","[0.1478328085012941, 0.06651956982391312, 0.0383798330416337, 0.012444526203711979, 0.010717734337756864]",0,LongBeachCC_10112016_16-0929,model_B
tofueval_Qwen2.5-0.5B-Instruct,543,543,1.6480392217636108,70,1.8402775526046753,0.22299325466156006,"[0.7256942157334249, 0.26817739535617874, 0.3174541457556188, 0.18893746181960783, 0.026462553845028325]","[0.1259066531879528, 0.039832311800314206, 0.04007966840428188, 0.014287687983362827, 0.007892701021897404]",0,LongBeachCC_10112016_16-0929,model_C
tofueval_Qwen2.5-0.5B-Instruct,544,544,1.4127898216247559,49,2.5386197566986084,0.271034836769104,"[1.0246257368755547, 0.7378512076339779, 0.18046110721628125, 0.002900181236030648, 0.006816442096035699]","[0.12666694621835559, 0.08080182025856184, 0.023815561390972795, 0.00890687692176749, 0.007646231064019067]",0,LongBeachCC_10112016_16-0929,model_D
tofueval_Qwen2.5-0.5B-Instruct,545,545,1.3082754611968994,73,2.081444025039673,0.2608143389225006,"[0.5302661632503421, 0.6938386144017249, 0.3631247066795405, 0.311438257520347, -0.0017845068569055898]","[0.10203658911171397, 0.09813399491011526, 0.030671233733568917, 0.0359709776363435, 0.008056533675026253]",0,LongBeachCC_10112016_16-0929,model_E
tofueval_Qwen2.5-0.5B-Instruct,546,546,2.6605114936828613,68,0.3594917953014374,0.13183219730854034,"[0.04486345224123558, 0.14188403559177565, 0.438384892686051, 0.01719724531764822, -0.004180445945273866]","[0.006159605935836761, 0.06192502178686589, 0.05844187867788766, 0.002603446691222523, 0.006118750690374701]",0,LongBeachCC_10172017_17-0944,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,547,547,2.0024144649505615,71,1.5952485799789429,0.2366144359111786,"[-0.01042297977870527, 0.1453556370922253, 0.5819479166382504, -0.053209771968270196, 0.8321734195006159]","[0.014239389627682997, 0.06557520025343762, 0.06801604405635016, 0.004368785635391068, 0.09458222491759802]",0,LongBeachCC_10172017_17-0944,model_A
tofueval_Qwen2.5-0.5B-Instruct,548,548,2.163729190826416,40,0.773027241230011,0.15275254845619202,"[0.015495925187133252, 0.4574639390630182, 0.48309614687459546, -0.03826612468110398, 0.049348784692119806]","[0.007053673184418585, 0.1123924555213307, 0.04868963718399755, 0.0024506738428499374, 0.006359219248406589]",0,LongBeachCC_10172017_17-0944,model_B
tofueval_Qwen2.5-0.5B-Instruct,549,549,1.4681804180145264,65,1.7672747373580933,0.2518098056316376,"[0.07516304638064376, 0.2788139586735409, 1.5163009553684297, -0.012315936531656637, 0.008715433766169903]","[0.015570126447948076, 0.06012107289743653, 0.16742934935002549, 0.0028650119433223154, 0.028016603318421682]",1,LongBeachCC_10172017_17-0944,model_C
tofueval_Qwen2.5-0.5B-Instruct,550,550,2.368210792541504,47,0.24429751932621002,0.127944678068161,"[0.00972356626446894, 0.23496304475454652, 0.11401830012711914, 0.03134566117969758, 0.006918251786896206]","[0.014498851557483308, 0.08941775141314831, 0.01706036657870232, 0.00304265853953845, 0.011954574484390948]",0,LongBeachCC_10172017_17-0944,model_D
tofueval_Qwen2.5-0.5B-Instruct,551,551,1.8919825553894043,52,1.4382743835449219,0.19148018956184387,"[-0.015967377068591304, 0.781622585043526, 0.767443860476935, 0.014049013673614424, -0.026604776314903014]","[0.008416448936696515, 0.1143943744374645, 0.06354927178665548, 0.0033021109845251953, 0.005793268539019454]",1,LongBeachCC_10172017_17-0944,model_E
tofueval_Qwen2.5-0.5B-Instruct,552,552,3.813636064529419,40,0.8244540095329285,0.16232702136039734,"[0.06522438740357757, 0.5263772113481536, 0.2599494783906266, 0.0026412665494717656, 0.055978968821000306]","[0.01251163338679362, 0.09283736527067958, 0.05052953058925595, 0.003092594457666564, 0.009883580583436923]",0,LongBeachCC_10172017_17-0944,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,553,553,1.837453842163086,102,1.058341383934021,0.20636259019374847,"[0.062214964159590866, 0.24857953367823296, 0.33266856719045806, -0.004220026239921686, 0.4776780116052239]","[0.025989726315151975, 0.05976705088751794, 0.07190205166932405, 0.005089417761369345, 0.05881443891217607]",1,LongBeachCC_10172017_17-0944,model_A
tofueval_Qwen2.5-0.5B-Instruct,554,554,1.6905573606491089,75,1.15706467628479,0.21478182077407837,"[0.0017048753146082162, 0.661786557075878, 0.5617329990522315, 0.03092508961757024, 0.04679852098847429]","[0.010652581394727653, 0.13538665278969952, 0.07489598309614545, 0.0023576104167902182, 0.006769053664496217]",1,LongBeachCC_10172017_17-0944,model_B
tofueval_Qwen2.5-0.5B-Instruct,555,555,1.9076309204101562,74,1.2225351333618164,0.20803365111351013,"[0.23635250947208497, 0.2891873959935667, 0.36321564632266556, -0.0001816571905667818, 0.012597412226888401]","[0.05659310614281502, 0.04599284975453171, 0.06211335159244029, 0.0058518840113093405, 0.022340413534158648]",1,LongBeachCC_10172017_17-0944,model_C
tofueval_Qwen2.5-0.5B-Instruct,556,556,1.9584778547286987,43,1.4089806079864502,0.15476161241531372,"[-0.05079919120654204, 0.6528642689673837, 0.6959746318184338, -0.012493558695030854, 0.0191290294101765]","[0.02342983916239677, 0.07425712372283078, 0.05151219997166007, 0.0022455992344518117, 0.010746937324943986]",0,LongBeachCC_10172017_17-0944,model_D
tofueval_Qwen2.5-0.5B-Instruct,557,557,1.5118910074234009,37,1.1103562116622925,0.18316301703453064,"[0.007512563465137941, 0.3763412329418635, 0.39752008091985575, 0.07371592194131399, 0.10322899244901901]","[0.02326405613790927, 0.059722552253751435, 0.055217366881717335, 0.0030006275053499456, 0.01349272895616171]",0,LongBeachCC_10172017_17-0944,model_E
tofueval_Qwen2.5-0.5B-Instruct,558,558,2.6279940605163574,68,0.9690218567848206,0.20990344882011414,"[0.6323005339688867, 0.13693228411156108, 0.2707518297572867, 0.052584051856469805, -0.010337831322377658]","[0.12076831150261569, 0.07842416003198677, 0.023877325491425568, 0.0023688336982024124, 0.007061838914764581]",1,LongBeachCC_10172017_17-0944,Model-Extra
tofueval_Qwen2.5-0.5B-Instruct,559,559,1.4708428382873535,37,1.5679492950439453,0.3336642384529114,"[1.4522991386066015, -0.02644582632677378, -0.017197466826670477, 0.013342988658444705, 0.008526231980303655]","[0.2998406364082208, 0.0029593189682035133, 0.0027471561615793443, 0.0023561925852698404, 0.005473978623617645]",1,LongBeachCC_10172017_17-0944,model_A
tofueval_Qwen2.5-0.5B-Instruct,560,560,1.3124533891677856,49,1.7698924541473389,0.2971624433994293,"[1.64088878265525, 0.009468668210557757, -0.017557450867143973, 0.020878479233942926, -0.006771874279068897]","[0.27403155368116056, 0.0027806694912140637, 0.001890133387210621, 0.0010155089992863674, 0.003712253799899279]",1,LongBeachCC_10172017_17-0944,model_B
tofueval_Qwen2.5-0.5B-Instruct,561,561,1.2030918598175049,51,0.994098424911499,0.2558085024356842,"[0.9430241378699886, 0.016189676798496616, -0.02788643448330535, -0.021819891986738452, 0.041545561498816254]","[0.242140252305213, 0.0049290172646935535, 0.0028637710851149214, 0.001931138494910556, 0.007461203495807364]",1,LongBeachCC_10172017_17-0944,model_C
