model,resp_id,orig_idx,domain,mean_surprisal,n_ans,gap,jsd_noctx,chunk_drops,chunk_jsds,label
ragbench_Qwen2.5-0.5B-Instruct,209,209,pubmedqa,0.983980655670166,133,0.7802619934082031,0.1288270801305771,"[0.5447227010003175, 0.2885506705495477, 0.03456268404901275, 0.006323758037226919, -0.012323096212065522]","[0.08381219335923479, 0.03431594322721961, 0.008597805640670786, 0.008942768422892962, 0.006339179415279763]",1
ragbench_Qwen2.5-0.5B-Instruct,210,210,pubmedqa,1.0457655191421509,124,0.8779727816581726,0.15124008059501648,"[-0.0384770851112168, 0.3547042465916533, 0.5708041450094653, -0.03257409630660116]","[0.0075298024017361204, 0.04487491069354537, 0.073882381061209, 0.005322767026551069]",1
ragbench_Qwen2.5-0.5B-Instruct,211,211,pubmedqa,1.000639796257019,200,0.9023134708404541,0.16012389957904816,"[0.39411243729221496, 0.3008066280922276, 0.010001704027517917, 0.05565005710070636, 0.006565039813385738]","[0.08593690963293227, 0.04818108373603394, 0.00424803550370072, 0.015767860257436723, 0.0051345237833135115]",1
ragbench_Qwen2.5-0.5B-Instruct,212,212,pubmedqa,0.9296696782112122,75,0.3809639513492584,0.08828507363796234,"[0.3456819986576496, 0.019075690356912672, 0.007568796158860399, 0.019559738050229498, 0.0529922981053096]","[0.047352220996178855, 0.007290701957082699, 0.0030515144611369277, 0.0036168167492966557, 0.006107299915781065]",1
ragbench_Qwen2.5-0.5B-Instruct,213,213,pubmedqa,1.1354584693908691,200,1.124396562576294,0.20594097673892975,"[0.20019832952431899, 0.35470068547955635, 0.23426473524669972, -0.02675742006498922, -0.021709171024183432]","[0.04581937316420977, 0.07575973299436697, 0.06140775110200451, 0.0032565138519963454, 0.0027806329217568405]",1
ragbench_Qwen2.5-0.5B-Instruct,214,214,techqa,0.7921428084373474,200,-0.08653245866298676,0.01993662305176258,"[-0.044064399638627946, -0.04004293116188364, -0.03135930559297776, -0.03440000044413864, -0.023042461680943233]","[0.005175504431772282, 0.005637524821435491, 0.002083120120136357, 0.0023414329821577697, 0.003383140192898253]",1
ragbench_Qwen2.5-0.5B-Instruct,215,215,pubmedqa,1.0436599254608154,200,0.7812358140945435,0.13284239172935486,"[0.2527864767672452, 0.3336889921520367, 0.18619626451120097, 0.011175815043105785]","[0.043439267428127405, 0.049098050217739345, 0.02166559250475757, 0.004645403445439911]",1
ragbench_Qwen2.5-0.5B-Instruct,216,216,pubmedqa,1.242526888847351,200,0.7122201323509216,0.13618013262748718,"[0.2631562326179119, 0.17084339293394804, 0.3602382016916454, 0.0061090202183913785, 0.005937315282208147]","[0.04958909421032331, 0.03505603335515616, 0.04097633758879908, 0.006913628194946568, 0.003708075021029913]",1
ragbench_Qwen2.5-0.5B-Instruct,217,217,pubmedqa,1.209598422050476,200,0.8719171285629272,0.17126807570457458,"[0.34305831619682065, -0.03601770032893001, 0.1581299898177167, 0.2187164303695954, -0.05326541116491171]","[0.05309515168169753, 0.010421638841931724, 0.02978921994917748, 0.05218247557183133, 0.003305941100459364]",1
ragbench_Qwen2.5-0.5B-Instruct,218,218,pubmedqa,1.1389575004577637,59,1.2007402181625366,0.1989682912826538,"[-0.008237605266789984, 1.262101949653312, 0.008605548905769079, 0.023937879956003785, 0.06696090585738618]","[0.008485801622428126, 0.18627812659961834, 0.0056675993899963206, 0.00441525885171513, 0.005020798666395175]",1
ragbench_Qwen2.5-0.5B-Instruct,219,219,pubmedqa,1.2814936637878418,100,0.6878603100776672,0.11150248348712921,"[0.17890843087052416, 0.40669272717348576, -0.017324485499266302, 0.015421130484710374, -0.03150215716211278]","[0.023449139824106454, 0.07080672105820895, 0.0039961293392642, 0.007534774398729951, 0.005985311004769471]",1
ragbench_Qwen2.5-0.5B-Instruct,220,220,pubmedqa,0.827423095703125,200,0.8935898542404175,0.16190701723098755,"[0.018708348017689787, 0.3087650675134864, 0.4779660670954308, 0.0034379666601034842, 0.00803836977193896]","[0.011900946686186416, 0.0636570094280836, 0.07261094843429504, 0.009356776187062649, 0.0037807525055917777]",1
ragbench_Qwen2.5-0.5B-Instruct,221,221,finqa,1.1079093217849731,22,0.41413286328315735,0.1185402125120163,"[-0.01490417095655258, -0.06943356110952498, 0.6982636051063971, -0.053737855539524884]","[0.004461190620283808, 0.006860850106937216, 0.11431428660682225, 0.0165874673758708]",1
ragbench_Qwen2.5-0.5B-Instruct,222,222,pubmedqa,1.0331400632858276,196,1.2552578449249268,0.21271932125091553,"[0.3090204048862967, -0.040330225641336793, 0.5944523081696909, 0.28335907735178195, 0.06745867253828097]","[0.06997079417559995, 0.009749031202341784, 0.08241787773062943, 0.046926459054017405, 0.028020949625510744]",1
ragbench_Qwen2.5-0.5B-Instruct,223,223,pubmedqa,0.9545971751213074,113,0.6441156268119812,0.14041931927204132,"[0.4468195695696836, 0.2213169884751921, 0.0006857191170574154, 0.010574745447366187, -0.0006370414197171907]","[0.08009618182279359, 0.051726357423848464, 0.008126412311802656, 0.0025928807085013905, 0.0031661584081801074]",1
ragbench_Qwen2.5-0.5B-Instruct,224,224,covidqa,0.5769075155258179,46,0.5993901491165161,0.14655397832393646,"[0.6520995082360257, 0.02006783203502061, 0.022683401901442423, 0.014304179297586534]","[0.1395711207526248, 0.006379161319505724, 0.005936813817334535, 0.0026947063971882153]",1
ragbench_Qwen2.5-0.5B-Instruct,225,225,pubmedqa,1.2188055515289307,162,0.5678340196609497,0.13660085201263428,"[0.5224914742958828, 0.000810030168945503, -0.011144352111381366, -0.019724040402695805, -0.01097405079068873]","[0.12011595068573488, 0.015117605421250627, 0.004299876585345482, 0.0035575836097840353, 0.002280365124689969]",1
ragbench_Qwen2.5-0.5B-Instruct,226,226,pubmedqa,1.2394211292266846,87,1.1475344896316528,0.1652917116880417,"[-0.01242429262308816, 0.21526758560520093, -0.024070699295114684, 0.8765819668067331, -0.03066039243084111]","[0.013530664270233658, 0.02386751198214474, 0.0025497108959125292, 0.1180815496072578, 0.003910228615077567]",1
ragbench_Qwen2.5-0.5B-Instruct,227,227,pubmedqa,1.2777196168899536,200,0.7076438665390015,0.11872150748968124,"[0.4176139335273183, 0.21780636727613456, 0.0504140386333529, 0.004060292181275144]","[0.07309114338385257, 0.030121976042916002, 0.011645228765361821, 0.008674728912745877]",1
ragbench_Qwen2.5-0.5B-Instruct,228,228,techqa,1.2383100986480713,200,0.03423725813627243,0.02122570015490055,"[-0.003886816490739875, -0.000988175192696872, -0.01641878863038073, 0.026349654500827456, 0.01444096894921131]","[0.0016739165238976738, 0.000941052170534249, 0.006779050141232688, 0.002205650065862983, 0.0025296610323499637]",1
ragbench_Qwen2.5-0.5B-Instruct,229,229,covidqa,1.0524742603302002,68,1.015463948249817,0.17592863738536835,"[0.6362166893118162, 0.04016507951090422, -0.023904226749263055, 0.2115134680288908, -0.010180003821520747]","[0.11698899766887942, 0.029643154784546887, 0.008300609425562133, 0.017037107283222497, 0.0008777787409754598]",1
ragbench_Qwen2.5-0.5B-Instruct,230,230,finqa,0.9848958849906921,29,0.13387134671211243,0.041436418890953064,"[-0.003277905949650223, -0.02183050892883079, -0.0067186997596857916, 0.1475997739729917, 0.002930448219558457]","[0.0011464241373538432, 0.001252514100636698, 0.0016099252724659202, 0.02789844629839912, 0.0019096700010589396]",1
ragbench_Qwen2.5-0.5B-Instruct,231,231,pubmedqa,0.8262218236923218,115,1.070119857788086,0.15490122139453888,"[0.6440158923310778, -0.025521063888853585, 0.48104577041049196]","[0.06636759100280137, 0.015059197087239178, 0.07258905022195514]",1
ragbench_Qwen2.5-0.5B-Instruct,232,232,pubmedqa,0.8377437591552734,108,0.8396992087364197,0.11003371328115463,"[0.530519969005531, 0.2211702938974735, -0.0011010998631448914, 0.01988191556717909]","[0.0644269961018764, 0.04043740212832524, 0.003878290032512647, 0.004472165784541197]",1
ragbench_Qwen2.5-0.5B-Instruct,233,233,pubmedqa,1.298405408859253,200,1.1248852014541626,0.15517036616802216,"[0.4834915872685087, 0.09798527249303333, 0.2514099455602718, -0.011769166137592038, -0.012432354709067112]","[0.08265821104247763, 0.025587685753818618, 0.04118337601897593, 0.006098838738555799, 0.003381936455847381]",1
ragbench_Qwen2.5-0.5B-Instruct,234,234,techqa,1.3206127882003784,106,1.2834770679473877,0.15948034822940826,"[1.2517128952215402, -0.01528056473415625, -0.03759711252082782, 0.0013703425958463515, -0.002817385257707051]","[0.14423420516575206, 0.003609181942384, 0.005900997715613966, 0.002872386079204416, 0.0033328424282968146]",1
ragbench_Qwen2.5-0.5B-Instruct,235,235,pubmedqa,1.7020882368087769,91,0.7936572432518005,0.11994067579507828,"[0.47557421745016026, 0.10596028457979088, 0.0701209826325834, -0.004222622374072671, -0.02143988822801755]","[0.06035325609351915, 0.018432136208163113, 0.028878736815286275, 0.0038999596330101197, 0.0066932573434634515]",1
ragbench_Qwen2.5-0.5B-Instruct,236,236,pubmedqa,0.94141685962677,200,0.793911337852478,0.14064133167266846,"[0.11749685792708987, 0.35258529425937013, 0.11868116732135604, -0.004581465764640597, 0.15898860761917605]","[0.02526297258427121, 0.05965684793795049, 0.033200803850021714, 0.005396334556793931, 0.020905761683808352]",1
ragbench_Qwen2.5-0.5B-Instruct,237,237,hotpotqa,1.5431554317474365,27,1.396128535270691,0.23463590443134308,"[-0.18610721248518936, 1.0414393971031704, -0.2036377871825405, -0.10340285807588198]","[0.05251525894696156, 0.16716229309006142, 0.02321671400162544, 0.019880710439767628]",1
ragbench_Qwen2.5-0.5B-Instruct,238,238,pubmedqa,0.6172229647636414,200,1.6678435802459717,0.243165984749794,"[0.7966845923248502, 0.3588369809534879, 0.10110119215352029, 0.27974600844789393, -0.020002763375484848]","[0.113751559711088, 0.06319276380735075, 0.017866861973560404, 0.03881190305185779, 0.006214827601972957]",1
ragbench_Qwen2.5-0.5B-Instruct,239,239,pubmedqa,1.151239275932312,200,0.848907470703125,0.18748120963573456,"[0.15937365573346995, 0.0056376592970519826, -0.022274003218429924, 0.4738065273519527, 0.23989662715339932]","[0.041996698007214235, 0.006598338997247027, 0.007771815643665861, 0.09252461776906074, 0.04441782496251122]",1
ragbench_Qwen2.5-0.5B-Instruct,240,240,pubmedqa,1.0891296863555908,200,0.825747549533844,0.1211790069937706,"[-0.017737261406514337, -0.004414498390742665, 0.37795477856234355, 0.26137336560700075]","[0.014974684360054766, 0.009255060133992856, 0.056369233937330704, 0.02610612371897986]",1
ragbench_Qwen2.5-0.5B-Instruct,241,241,pubmedqa,0.8468480706214905,200,0.8738918900489807,0.1480780392885208,"[0.4710497783981373, 0.14197140892434618, 0.19139940501975616, -0.01378717661641531]","[0.0679114510565455, 0.03278719987608923, 0.04925745230256858, 0.008573127273652403]",1
ragbench_Qwen2.5-0.5B-Instruct,242,242,hotpotqa,1.3704988956451416,39,0.9125201106071472,0.16385354101657867,"[0.05634967725050862, 0.11679260725250994, 0.5172485116408774, 0.9777860180150199, 0.16247968093412987]","[0.012926068664018412, 0.018373584023463944, 0.03392283304718802, 0.12109555627677811, 0.012763358753324074]",1
ragbench_Qwen2.5-0.5B-Instruct,243,243,pubmedqa,1.3828461170196533,97,0.25596240162849426,0.08930608630180359,"[-0.023694898653179124, -0.028351055595034192, -0.016429598769231158, 0.018496052547936754]","[0.01613281853433446, 0.006835828354614487, 0.006408365406637705, 0.03150007234024864]",1
ragbench_Qwen2.5-0.5B-Instruct,244,244,pubmedqa,0.8461950421333313,200,0.9897757172584534,0.16964952647686005,"[0.4867026458777082, -0.011590966185005982, 0.24366063198522853, 0.1910865761731816]","[0.07579495367196074, 0.006572395372405211, 0.03666590168835484, 0.03554519119141229]",1
ragbench_Qwen2.5-0.5B-Instruct,245,245,techqa,1.1311308145523071,126,0.3127919137477875,0.05046527087688446,"[0.011898766528334125, -0.024079456305188946, -0.04487455089886117, -0.0056297536815229305]","[0.0075541136571626024, 0.001621336707104536, 0.013076705602098096, 0.0028878605881220306]",1
ragbench_Qwen2.5-0.5B-Instruct,246,246,pubmedqa,1.1896567344665527,200,0.5528440475463867,0.12968970835208893,"[0.2836418226813339, 0.3341487791069767, -0.0133534945277097, 0.014396805689739268]","[0.05202292537079444, 0.06028919323595602, 0.0104455334993294, 0.005980381903251555]",1
ragbench_Qwen2.5-0.5B-Instruct,247,247,pubmedqa,0.6278858780860901,200,2.0608327388763428,0.25337642431259155,"[0.7481864630891232, 0.024001133763831603, 1.0492048079369396, 0.41175166899740817, 0.009250259150694546]","[0.08753716520670764, 0.009476676231888774, 0.11241103143449833, 0.05757714431914621, 0.010374197089058157]",1
ragbench_Qwen2.5-0.5B-Instruct,248,248,techqa,0.7271331548690796,200,0.9149965643882751,0.11851165443658829,"[-0.028359211594215596, 0.10727073631438543, 0.47169191275455885, 0.07666807476134636, 0.003016692144137778]","[0.0062882885489625555, 0.020178260439603832, 0.059321933256711645, 0.021540975911499914, 0.0011745652564172815]",1
ragbench_Qwen2.5-0.5B-Instruct,249,249,pubmedqa,0.6939253211021423,200,0.6668869256973267,0.1316402405500412,"[0.4812416145735301, 0.1129217531039933, 0.11769076636571868, -0.008388453544538379, -0.003462700800411085]","[0.06843446271788324, 0.030901969503678187, 0.02414135010966774, 0.0034336177021609873, 0.001133081859823406]",1
ragbench_Qwen2.5-0.5B-Instruct,250,250,finqa,0.8018423318862915,200,0.15343992412090302,0.047083646059036255,"[0.019243564552221384, -0.005146646106366859, -0.0075017445667739935, 0.15289787751341408, -0.013157585694052044]","[0.007823980902862147, 0.0014702445555243315, 0.0014586648977270044, 0.030909641383620467, 0.006851213921033174]",1
ragbench_Qwen2.5-0.5B-Instruct,251,251,pubmedqa,1.0990383625030518,103,1.1185332536697388,0.1779603362083435,"[1.1217113517051578, -0.009042252906192958, -0.019503898261673296, -0.021769091264837538, -0.04232179782545766]","[0.1506946202178599, 0.008043359407289516, 0.007590903830594435, 0.003810312822892432, 0.0034638502997362377]",1
ragbench_Qwen2.5-0.5B-Instruct,252,252,pubmedqa,0.7061580419540405,88,1.2620445489883423,0.2003253549337387,"[1.1640139185685918, 0.05101664960231615, -0.03274520077311329, 0.01890985265669604]","[0.17859080985503664, 0.01406584205779161, 0.009517059249829788, 0.005131892939406413]",1
ragbench_Qwen2.5-0.5B-Instruct,253,253,pubmedqa,1.0981402397155762,109,1.1185084581375122,0.19674599170684814,"[-0.017683533910854716, 0.8635891901706708, 0.003961142354171964, 0.22781011420117023, -0.05568945567085744]","[0.0122454187518268, 0.1426277953690535, 0.027598756155869236, 0.035301041014021435, 0.005241489660397277]",1
ragbench_Qwen2.5-0.5B-Instruct,254,254,pubmedqa,0.9130082726478577,200,1.0716314315795898,0.20896482467651367,"[-0.016579136597749768, 0.38228063794796524, 0.006922131331225501, 0.5473024683054291, 0.1980225542525136]","[0.006498420251363264, 0.06251676308692054, 0.007105216484369947, 0.09980034344292477, 0.04507490912934799]",1
ragbench_Qwen2.5-0.5B-Instruct,255,255,techqa,1.575319528579712,200,-0.06287982314825058,0.01808784529566765,"[-0.022541276099836978, -0.013839367526052228, -0.023883970986917122, -0.00819638795535866]","[0.002534953112640039, 0.0006131075745889802, 0.0015647978432821218, 0.006124743492725884]",1
ragbench_Qwen2.5-0.5B-Instruct,256,256,covidqa,1.3079054355621338,33,0.46293964982032776,0.07293947786092758,"[0.2560431989883055, 0.18765439391735886, -0.01740601358720927, 0.1600664910034869]","[0.04255340431406942, 0.025246594856195192, 0.009351133806720816, 0.02968653476156388]",1
ragbench_Qwen2.5-0.5B-Instruct,257,257,pubmedqa,1.028894066810608,118,0.7389497756958008,0.1593366116285324,"[-0.023369395974009808, -0.023318005827342735, 0.5774268439549969, 0.22149349147525368]","[0.009040105577364134, 0.0042092445490774, 0.09243696670010906, 0.04443559656987846]",1
ragbench_Qwen2.5-0.5B-Instruct,258,258,pubmedqa,0.5411033034324646,200,1.563899278640747,0.22882643342018127,"[0.6810298970665918, 0.5912102011292814, 0.024810592109838582, 0.004456631404987092, -0.013269738513890843]","[0.09027237588972184, 0.09604588354883688, 0.008809840472344774, 0.0057075229520700075, 0.003019693287608618]",1
ragbench_Qwen2.5-0.5B-Instruct,259,259,finqa,1.4200737476348877,51,0.6546873450279236,0.126549631357193,"[0.5136113850121368, 0.034228907557953075, 0.05787000584635226, 0.04753338843675367, 0.020103235267942735]","[0.10569798978280696, 0.004135659523151791, 0.008649418838913066, 0.003930766831184187, 0.0024347562549252746]",1
ragbench_Qwen2.5-0.5B-Instruct,260,260,covidqa,1.216545581817627,89,1.2063093185424805,0.2270772010087967,"[0.45534826437596054, 0.41215150114874816, 0.06765816784418041, 0.16739748559174064]","[0.08785165283654678, 0.061553454453091995, 0.03561603384475112, 0.031512016135984394]",1
ragbench_Qwen2.5-0.5B-Instruct,261,261,finqa,0.8676115274429321,99,0.2816826105117798,0.10256493836641312,"[-0.020476939554578397, 0.3317921440164245, 0.025890044306356455, 0.012714534451131639, 0.02392326225537655]","[0.006604947453668919, 0.0849205733855232, 0.003408313351948289, 0.002887614750421227, 0.002022596516399223]",1
ragbench_Qwen2.5-0.5B-Instruct,262,262,finqa,0.739357590675354,200,0.3991985023021698,0.10385161638259888,"[0.4259289455185171, -0.03286034419363773, -0.025492137119009613, -0.0330542234180416, -0.01705763382284431]","[0.09295865581509688, 0.0020414472226656954, 0.001495578730249889, 0.0024010277988402605, 0.0011762351129681293]",1
ragbench_Qwen2.5-0.5B-Instruct,263,263,pubmedqa,0.6752203106880188,200,1.7052921056747437,0.24195097386837006,"[1.2016533373021911, 0.5757049863428813, -0.01900801941888858, -0.02241003018003994, -0.024583580703751978]","[0.1614067064708746, 0.074654796407578, 0.005711361840588438, 0.0038318657965432123, 0.01406717375527343]",1
ragbench_Qwen2.5-0.5B-Instruct,264,264,pubmedqa,0.8117182850837708,200,0.7418909668922424,0.11447180807590485,"[0.6802976748959275, 0.03144471445751549, 0.012996969258275044, 0.009112815095320456]","[0.09713375679047431, 0.02003967037956901, 0.0029475270236055807, 0.0029453519486001057]",1
ragbench_Qwen2.5-0.5B-Instruct,265,265,finqa,2.1365914344787598,31,-0.337838739156723,0.06421628594398499,"[-0.07251849702380798, -0.058189135265732356, -0.06455429519906654, -0.10977623089597581, -0.04571437696927939]","[0.0031350545649612258, 0.004220340810206835, 0.0029046096922742907, 0.013746346797160509, 0.003943381396194098]",1
ragbench_Qwen2.5-0.5B-Instruct,266,266,pubmedqa,1.1919256448745728,200,0.913815975189209,0.16344860196113586,"[0.552949166049857, 0.43162986771959366, -0.01795234308894692, -0.001222922862023097]","[0.09382182974046031, 0.0653930653724339, 0.004430509985229065, 0.009395439484797237]",1
ragbench_Qwen2.5-0.5B-Instruct,267,267,finqa,0.729746401309967,113,0.6794906854629517,0.18161679804325104,"[0.6539343397065774, -0.020968396580960027, -0.039978881991643414, -0.017568670229573286, -0.0074353078838113405]","[0.16543724146961608, 0.0023820279285141585, 0.0030733840701099428, 0.0024186283584028277, 0.0023051813432240944]",1
ragbench_Qwen2.5-0.5B-Instruct,268,268,pubmedqa,1.1637569665908813,200,0.7035230994224548,0.130848690867424,"[0.245330671916372, 0.12101750079420526, -0.021144977570220363, -0.0366130441470159, 0.094613092113741]","[0.06352737772262841, 0.029058397943154048, 0.005071621184466366, 0.004680602318311102, 0.017681624809439567]",1
ragbench_Qwen2.5-0.5B-Instruct,269,269,finqa,1.6026062965393066,29,0.20006880164146423,0.060872964560985565,"[-0.10130170690987644, 0.002745675970800221, 0.03949034068299907, 0.026996853881804592, -0.0019983298241578297]","[0.015208298998788512, 0.0008201321863202009, 0.0010014106975835728, 0.001056464969004647, 0.0013074915792489704]",1
ragbench_Qwen2.5-0.5B-Instruct,270,270,pubmedqa,0.9450837969779968,95,0.5804138779640198,0.11297387629747391,"[0.0540919283185806, 0.3126775615298883, 0.03749850860707451, -0.01787185512074709, 0.014051870228152104]","[0.04789137193605065, 0.04139564702029116, 0.01103136449419313, 0.004975574452887605, 0.0017058133962270978]",1
ragbench_Qwen2.5-0.5B-Instruct,271,271,pubmedqa,1.2764228582382202,200,0.49223557114601135,0.10912984609603882,"[0.2200571432383731, -0.024898566305646453, 0.21734619412103712, -0.023713647866225075, -0.011023766535054165]","[0.03602244410158619, 0.0044149867059462625, 0.044713239774906696, 0.005747199920930086, 0.0029579771110030606]",1
ragbench_Qwen2.5-0.5B-Instruct,272,272,finqa,0.8246855735778809,140,0.17156855762004852,0.05201371759176254,"[0.0016888492657601872, 0.0064711771144889746, 0.21482233562233627, 0.00689554088298142, -0.0038472376534692946]","[0.0018732431367514631, 0.0016472225580400845, 0.04042669748303029, 0.001510740043496282, 0.0019959170317694736]",1
ragbench_Qwen2.5-0.5B-Instruct,273,273,finqa,0.9997749328613281,60,0.37416550517082214,0.09165357053279877,"[0.03469592401628082, 0.02378379281544767, 0.04368789242419856, 0.43860482238881865, 0.012047224117547254]","[0.004678666549722266, 0.0052806738870998515, 0.0035314727100124324, 0.07209572560960092, 0.003413953463823797]",1
ragbench_Qwen2.5-0.5B-Instruct,274,274,pubmedqa,1.1583642959594727,200,1.5003390312194824,0.23584270477294922,"[0.6814851019434355, 0.4411718495309833, 0.2738583705759811, -0.0486837953596114]","[0.09607463087430461, 0.06155027747481256, 0.041727647648778544, 0.0170837541907963]",1
ragbench_Qwen2.5-0.5B-Instruct,275,275,pubmedqa,0.9815487861633301,200,0.9842129349708557,0.17253002524375916,"[0.1952130766283335, 0.36720218314121666, 0.028283172893352457, 0.36335592938932676, -0.024835155883620244]","[0.04576857403638556, 0.06682434482357508, 0.012974470621898888, 0.04787502881614159, 0.004967415838232938]",1
ragbench_Qwen2.5-0.5B-Instruct,276,276,delucionqa,1.298516035079956,60,1.192852258682251,0.1861782670021057,"[0.6573141838811959, 0.03517063727097896, -0.00925156511948444, 0.41297426769160667, 0.016528631954376274]","[0.09205447167508586, 0.018310277122388165, 0.010162715757026793, 0.06440400621656105, 0.014166793764161412]",1
ragbench_Qwen2.5-0.5B-Instruct,277,277,pubmedqa,1.5415756702423096,200,0.479590505361557,0.11845231056213379,"[-0.004275279862240495, -0.04732633680026083, -0.021756842777049316, 0.21927449296594204, 0.23444103628336962]","[0.008470220450332135, 0.009086603216156846, 0.007369746130608519, 0.03632568515331229, 0.050787203331955764]",1
ragbench_Qwen2.5-0.5B-Instruct,278,278,covidqa,0.8538135886192322,38,0.43006590008735657,0.09840668737888336,"[0.04781467052366919, 0.34951766768905435, 0.18138666110845456, 0.10572440509306609, 0.019987934043982886]","[0.03738974586889897, 0.03341303917692896, 0.020550578122418683, 0.007013689811192068, 0.0022027343644535186]",1
ragbench_Qwen2.5-0.5B-Instruct,279,279,techqa,0.9186587333679199,159,0.026669934391975403,0.023725563660264015,"[-0.02175201616074852, -0.023001918026370416, -0.03629743145003039, -0.03313888064305113, -0.023361637578005374]","[0.002773125895688201, 0.002269465596886215, 0.004469203957974746, 0.003648035114938094, 0.0009831333840347209]",1
ragbench_Qwen2.5-0.5B-Instruct,280,280,finqa,1.0604761838912964,185,0.23194532096385956,0.09446413069963455,"[-0.021844697707684657, -0.02395331018019702, -0.0032459121572401273, 0.1301916664870695, 0.05020587470445588]","[0.0019565460740227384, 0.0012250774785900222, 0.00334307884382775, 0.04220185792685855, 0.03875678589424723]",1
ragbench_Qwen2.5-0.5B-Instruct,281,281,pubmedqa,1.0930923223495483,136,0.69670170545578,0.11921876668930054,"[-0.0751024568659405, 0.6723386900076174, -0.07190679269698354, -0.03466658248046716]","[0.011070626156625248, 0.074040665120666, 0.009464648936582373, 0.005002336818900316]",1
ragbench_Qwen2.5-0.5B-Instruct,282,282,pubmedqa,0.7951760292053223,136,1.265191674232483,0.20713822543621063,"[0.1759979984842463, -0.013870434477132007, 0.6261876571296692, -0.015216144257726013]","[0.048553533583933814, 0.010697941353985593, 0.1015124435438073, 0.005240912487733429]",1
ragbench_Qwen2.5-0.5B-Instruct,283,283,pubmedqa,0.920216977596283,200,1.0385093688964844,0.19210679829120636,"[0.5458805048572697, 0.5692945070276084, 0.02523032874964201, -0.008159005897107363, -0.005174926307431633]","[0.08891175394615701, 0.08231210708710548, 0.019965767122408808, 0.010270572470975452, 0.0056834428291833205]",1
ragbench_Qwen2.5-0.5B-Instruct,284,284,finqa,0.6257652640342712,158,0.3759561777114868,0.06120961159467697,"[0.015087423973477886, -0.02022548529230896, -0.0017637961057436215, 0.3297367747666532, 0.01936755436105962]","[0.0027288058482169203, 0.0009628833577448283, 0.0006997582336810229, 0.04956564068842075, 0.0021110230161527016]",1
ragbench_Qwen2.5-0.5B-Instruct,285,285,finqa,0.9431291222572327,200,0.4399641454219818,0.08759316802024841,"[0.07716511641750799, 0.101656166888788, 0.18063124916384993, -0.017671396345274957, -0.012606824835024781]","[0.017806947675505, 0.02365423048793751, 0.03672779997658708, 0.0019309807519830712, 0.002527773820726509]",1
ragbench_Qwen2.5-0.5B-Instruct,286,286,pubmedqa,1.6328823566436768,102,0.46829646825790405,0.08589575439691544,"[0.1359742528161316, 0.018485790218797846, -0.05198068613597071, 0.09632942942306388]","[0.01785600983164921, 0.00601082440610217, 0.010217548642266788, 0.02774703491028321]",1
ragbench_Qwen2.5-0.5B-Instruct,287,287,finqa,0.7673351168632507,117,0.3597779870033264,0.06622421741485596,"[0.012544610611187706, -0.008020300542138778, 0.1549685735247481, 0.11630629744242982, -0.019258280015352423]","[0.0016379809756264059, 0.0004664202624607024, 0.03578848187234873, 0.01623740815790051, 0.0006166139991644946]",1
ragbench_Qwen2.5-0.5B-Instruct,288,288,pubmedqa,0.9173584580421448,172,0.4961252510547638,0.10698908567428589,"[0.05736186153901639, 0.39124942033946725, 0.06216217756763647, -0.060173455892124875, -0.0011625401368217903]","[0.016960967435734563, 0.05756976810968092, 0.020600735505881308, 0.013095694944189369, 0.0035953072637144403]",1
ragbench_Qwen2.5-0.5B-Instruct,289,289,pubmedqa,0.884804368019104,119,0.39714017510414124,0.10807281732559204,"[0.16391017542649505, 0.08316044338875252, 0.04088786425511769, 0.027771211984252336, 0.058423545936673066]","[0.028167886717403022, 0.02694104199443765, 0.007236977406383638, 0.006986185271001573, 0.0060673536603808925]",1
ragbench_Qwen2.5-0.5B-Instruct,290,290,pubmedqa,1.377591848373413,200,0.5492967367172241,0.0924283042550087,"[0.22749385940137926, 0.08974174037966122, 0.07022543976585212, 0.09438187881754743]","[0.03945242240657478, 0.022122858614557827, 0.015923810816836834, 0.01582976057893575]",1
ragbench_Qwen2.5-0.5B-Instruct,291,291,techqa,1.7050836086273193,200,0.01401525642722845,0.02196662500500679,"[-0.03107278193012462, -0.02077947829633558, -0.016347162504389418, -0.004887909826629766, -0.013006783946811993]","[0.0035144151367703103, 0.0030963370870352946, 0.001658548979583543, 0.001492214191392236, 0.003470925774421971]",1
ragbench_Qwen2.5-0.5B-Instruct,292,292,finqa,1.4652605056762695,19,0.217507466673851,0.1459198147058487,"[0.009048080972493872, 0.025708495452387358, 0.03206276420601889, 0.2833363552651319, 0.008936360821520028]","[0.005131147178752527, 0.002526292366143791, 0.0029287913107988346, 0.05843135700017324, 0.0057490695425210445]",1
ragbench_Qwen2.5-0.5B-Instruct,293,293,finqa,1.961638331413269,27,-0.4045010805130005,0.06357799470424652,"[-0.11865749558731935, -0.06608476531066655, -0.11617470324307322, -0.08099365411611938, -0.06901122574971749]","[0.012217596472804938, 0.004975182429242758, 0.007629890830516901, 0.0055536152136120885, 0.012681803420306366]",1
ragbench_Qwen2.5-0.5B-Instruct,294,294,finqa,0.7005903124809265,96,0.1825224608182907,0.0793386697769165,"[-0.012165799989929837, -0.005134630588865245, 0.08102904390201122, 0.1296162611993926, -0.02068491823424286]","[0.002141015715112715, 0.0013370986936592406, 0.010250923464595255, 0.021833516487572997, 0.0053454941606633595]",1
