model,resp_id,orig_idx,domain,mean_surprisal,n_ans,gap,jsd_noctx,chunk_drops,chunk_jsds,label
ragbench_Qwen2.5-0.5B-Instruct,85,85,pubmedqa,1.3321605920791626,135,0.5223739743232727,0.08943727612495422,"[0.009474488060664886, 0.4633569169311226, 0.01226128467234149]","[0.01107155168293772, 0.0513814594691515, 0.008390722942465345]",1
ragbench_Qwen2.5-0.5B-Instruct,86,86,pubmedqa,0.8721247315406799,92,0.767095148563385,0.11751735955476761,"[0.6958383128600041, 0.07918069270616125, 0.061099389935090745, 0.08041702815954403, 0.04870354625793128]","[0.09341699679016133, 0.00684311302432251, 0.005102788396481527, 0.004960682235832792, 0.005681725559167924]",1
ragbench_Qwen2.5-0.5B-Instruct,87,87,finqa,1.1985832452774048,29,0.024953600019216537,0.0770285353064537,"[-0.005337063917663884, 0.03511047917357967, -0.019123947501894095, -0.036995188612308993, -0.04230277574302379]","[0.002239646711637792, 0.06723043488275066, 0.0025595084856408433, 0.0018569451018022626, 0.0016387406821928411]",1
ragbench_Qwen2.5-0.5B-Instruct,88,88,finqa,0.7466612458229065,44,0.06325934827327728,0.06418537348508835,"[-0.0653976650136201, -0.040980449813146566, -0.06072130426658036, 0.13312096454595493, -0.03592211835378769]","[0.002810910183975905, 0.0014112352749306597, 0.0024098573556049596, 0.03997605967871594, 0.007350175582361244]",1
ragbench_Qwen2.5-0.5B-Instruct,89,89,pubmedqa,0.991584062576294,200,0.7882161140441895,0.14335305988788605,"[0.5636344689155454, -0.010845714017441423, 0.16160798527622774, -0.02322162081378792, 0.0696293034562359]","[0.08069839455077385, 0.01134936528839802, 0.022211061321971995, 0.010571294722137737, 0.00978205349625739]",1
ragbench_Qwen2.5-0.5B-Instruct,90,90,pubmedqa,0.9960103631019592,200,0.7518821954727173,0.13722673058509827,"[0.2472211595437784, -0.004018036362322164, 0.16917234927902428, 0.3141885950566848, 0.050407713950980905]","[0.036776020149147826, 0.013961861932938717, 0.025220163570102868, 0.05289801103798524, 0.010715392264270776]",1
ragbench_Qwen2.5-0.5B-Instruct,91,91,pubmedqa,0.6625696420669556,144,1.6436543464660645,0.2153220772743225,"[0.53582318419381, -0.04183991291900055, 0.2764963941321462, 0.9034142852221313]","[0.0628027882966917, 0.00475722703459416, 0.04126447529458331, 0.10789379742775632]",1
ragbench_Qwen2.5-0.5B-Instruct,92,92,finqa,1.5677183866500854,49,0.15844441950321198,0.10161524266004562,"[-0.0470980178442729, -0.056793233161145935, -0.03155436570159509, -0.020910678701196103, 0.13121290256480725]","[0.007606749351657063, 0.0028779621686077675, 0.006131844512941713, 0.0208522363813783, 0.04653073668703432]",1
ragbench_Qwen2.5-0.5B-Instruct,93,93,pubmedqa,0.8797268867492676,102,0.9425703883171082,0.20284244418144226,"[1.1116210699640434, 0.0009693670903730248, -0.03159585614307995, -0.015696915664856686, -0.06922520948857072]","[0.1730694840037043, 0.012918034633740966, 0.008254443453432268, 0.00657190395944208, 0.006176617271621558]",1
ragbench_Qwen2.5-0.5B-Instruct,94,94,techqa,1.3237707614898682,200,-0.0014516162918880582,0.014143726788461208,"[0.0007207024111630744, -0.0055427303555188705, -0.003985661711494686, 0.004130886641833058, -0.0038023131692079912]","[0.0011147693168294382, 0.0008041811417706413, 0.0007353340610632131, 0.0012952572677949093, 0.0036799007234589]",1
ragbench_Qwen2.5-0.5B-Instruct,95,95,pubmedqa,1.2507482767105103,82,1.0045456886291504,0.17392462491989136,"[0.6223407108814061, 0.33796714734294586, 0.4489785124034558, 0.011529130558412318, 0.00489277533743894]","[0.08492078203049992, 0.03487021209755811, 0.05222609031226589, 0.008763495013787046, 0.005617651428515384]",1
ragbench_Qwen2.5-0.5B-Instruct,96,96,hotpotqa,0.9665206074714661,45,0.606825053691864,0.09652727097272873,"[0.32414130736659796, 0.18337039945359315, 0.00893222204888136, 0.002205065319948416, 0.06579326533667174]","[0.06868834858339849, 0.029091042268302975, 0.008151878635562246, 0.010572738469502636, 0.012766781629938526]",1
ragbench_Qwen2.5-0.5B-Instruct,97,97,pubmedqa,1.3579363822937012,200,0.9217180013656616,0.13915683329105377,"[0.20635767329768556, 0.1491260917597924, 0.3943331830298632, 0.16381125354806841]","[0.043711834958417344, 0.02959182767958211, 0.048435126721071385, 0.03154717415110042]",1
ragbench_Qwen2.5-0.5B-Instruct,98,98,delucionqa,0.9094231128692627,166,1.7628886699676514,0.2427210509777069,"[-0.014412833476820975, -0.006039367348815845, 0.3273216249222772, 0.5251477091907697, -0.01918464365928274]","[0.008456403679814224, 0.006615279836003274, 0.05524622753860496, 0.05578351583547494, 0.004623231853414321]",1
ragbench_Qwen2.5-0.5B-Instruct,99,99,techqa,1.1791505813598633,200,0.043059010058641434,0.04485711082816124,"[0.06480647788605097, -0.027853310187542776, -0.030061057675825394, -0.02309470188295677, -0.008705752166542879]","[0.026277269907548657, 0.004299530409731034, 0.0030277768115863067, 0.002379863383812619, 0.0049108422929461425]",1
ragbench_Qwen2.5-0.5B-Instruct,100,100,pubmedqa,1.5644378662109375,85,0.4263901710510254,0.1065218448638916,"[0.09665122403667363, 0.03672692366766141, -0.04784528350180207, -0.016222387653097563, -0.006923384280697278]","[0.025193919576734995, 0.004585907310879252, 0.0059484014785485834, 0.02035451328183225, 0.003336435353375745]",1
ragbench_Qwen2.5-0.5B-Instruct,101,101,pubmedqa,0.9482006430625916,86,0.9769096970558167,0.16954366862773895,"[-0.034650370310944624, 0.0020560187492032296, 0.9439460308721483, -0.06469571645568574]","[0.008336403897456072, 0.004793221929762588, 0.12673056066134006, 0.009327458081175728]",1
ragbench_Qwen2.5-0.5B-Instruct,102,102,pubmedqa,0.8684426546096802,132,1.4575780630111694,0.20072400569915771,"[0.8097156261388887, 0.43847480041170106, 0.36312760721550363, 0.003530858698669039, 0.007873918092466662]","[0.09025102020699495, 0.06955727330701798, 0.04831900814789021, 0.004458323056310705, 0.005359322441151879]",1
ragbench_Qwen2.5-0.5B-Instruct,103,103,techqa,0.913496732711792,55,0.03243328258395195,0.08008762449026108,"[0.025784985085589473, 0.030809239551043983, 5.1499644971706654e-05, 0.039228579559659756, 0.01721174763833088]","[0.004899664151062924, 0.0030847480222291777, 0.01680607861471799, 0.024510684225606382, 0.0029684134126744706]",1
ragbench_Qwen2.5-0.5B-Instruct,104,104,pubmedqa,0.9675860404968262,135,0.82392817735672,0.12504397332668304,"[0.0943579286806198, 0.2565871281420388, 0.03546968635451372, 0.18903578062707782, 0.012871123838124698]","[0.022732298611162216, 0.018136156672235133, 0.005818823742546791, 0.04455924721777301, 0.007530966286598987]",1
ragbench_Qwen2.5-0.5B-Instruct,105,105,pubmedqa,1.2073150873184204,94,1.1508415937423706,0.25000086426734924,"[-0.03370130117791439, -0.00936246842974605, -0.07572306164185763, 1.2435046534897374, -0.0383088810614278]","[0.007170581471460449, 0.004543259441022728, 0.011264988506693354, 0.22275786223892594, 0.015124802943222328]",1
ragbench_Qwen2.5-0.5B-Instruct,106,106,pubmedqa,1.3847427368164062,155,0.5487887263298035,0.09837844967842102,"[0.14985203980856068, 0.03686347140124018, -0.03540670045722143, 0.2835438240379928, -0.03453249560030423]","[0.04705992424484623, 0.012746399330158312, 0.013260050717984804, 0.03429747460898621, 0.006257468773489541]",1
ragbench_Qwen2.5-0.5B-Instruct,107,107,techqa,1.1160759925842285,200,0.0028777115512639284,0.01029274147003889,"[0.0031906303561481763, 0.011716941007998685, 0.0076147638003749305, 0.0016457851828863568, 0.01286786970211324]","[0.0019254953505281947, 0.0003842751045226578, 0.0007435864197060482, 0.0004938236371131666, 0.0007332506249457537]",1
ragbench_Qwen2.5-0.5B-Instruct,108,108,pubmedqa,1.4354315996170044,45,0.534946858882904,0.12914705276489258,"[0.5652423103820992, 0.07965002718786612, -0.03361712102891438]","[0.09774722892907574, 0.005274528948947616, 0.012150917650046722]",1
ragbench_Qwen2.5-0.5B-Instruct,109,109,pubmedqa,1.0026780366897583,200,1.2339674234390259,0.169026181101799,"[0.6346039356935944, 0.31611535424701287, 0.23335253791141441, 0.06968157290844829, 0.08837745515258576]","[0.07771912443578004, 0.045744545203449435, 0.037914469385939356, 0.015374679081610339, 0.009703814755272332]",1
ragbench_Qwen2.5-0.5B-Instruct,110,110,delucionqa,0.9607963562011719,76,2.365107774734497,0.28174808621406555,"[1.443242120581281, 0.3432042244578138, 0.07161884786726085, 0.06029169656248039, 0.08423371055388136]","[0.1667153150225102, 0.024097520306446466, 0.006683158560856614, 0.005882282950767005, 0.0042362310022600455]",1
ragbench_Qwen2.5-0.5B-Instruct,111,111,finqa,0.5827277898788452,136,0.2511994242668152,0.06738416105508804,"[0.08599410939243726, 0.16675404522239118, 0.0014962820734584672, -0.014328955899536729, 0.0030422418237860175]","[0.017859433282962495, 0.028706214284540114, 0.0019776684074403637, 0.0010385134346019744, 0.000788425689177618]",1
ragbench_Qwen2.5-0.5B-Instruct,112,112,pubmedqa,0.7268345952033997,122,0.6456286311149597,0.11748149991035461,"[0.013357916292467261, 0.5256021081271475, 0.009697731462646977, 0.26050241043090777, 0.017315064602222326]","[0.00452068642674722, 0.054191488051475944, 0.0029197414781742363, 0.052420981480460545, 0.004811604157648766]",1
ragbench_Qwen2.5-0.5B-Instruct,113,113,pubmedqa,0.6722411513328552,200,0.86283278465271,0.13188911974430084,"[0.10410291144618668, 0.5751191672514733, 0.22324832900686714, -0.014872319340049671]","[0.01977919060034239, 0.08403902180095187, 0.03231079666755179, 0.002158210528730393]",1
ragbench_Qwen2.5-0.5B-Instruct,114,114,pubmedqa,1.1736949682235718,200,0.6827642917633057,0.11358663439750671,"[0.35747450850131485, 0.1724146407780887, 0.0021259905495764997, -0.02650367373879533]","[0.050552536732391073, 0.04168302855639716, 0.0024112732787162374, 0.0028612326784371333]",1
ragbench_Qwen2.5-0.5B-Instruct,115,115,pubmedqa,1.1769028902053833,179,0.5489595532417297,0.11810967326164246,"[0.027512252522393796, 0.5055244185948329, 0.025015986300308997, 0.023631159965060756]","[0.011948305997498083, 0.08658701903721099, 0.008508790680865044, 0.005019207053468735]",1
ragbench_Qwen2.5-0.5B-Instruct,116,116,finqa,0.8811603784561157,189,0.4235849678516388,0.0991310253739357,"[0.27545457853622335, 0.01108728415018172, 0.08030550617422404, -0.0034338691604470567, -0.007212551779462071]","[0.05655222772618672, 0.008938448237383335, 0.012657572864667907, 0.0017395023294809152, 0.00144764946849807]",1
ragbench_Qwen2.5-0.5B-Instruct,117,117,pubmedqa,1.6310924291610718,113,0.5336790680885315,0.11362215876579285,"[0.03858435833997614, 0.09207667756385715, 0.015615204383399047, 0.13970848687432383, 0.06710007062933057]","[0.022746521905743364, 0.013704223777720279, 0.009548027598396652, 0.033430977424339176, 0.0142211890018921]",1
ragbench_Qwen2.5-0.5B-Instruct,118,118,techqa,1.0866312980651855,56,-0.09624612331390381,0.06226525455713272,"[-0.02088673167041374, 0.0010314092687622178, 0.023222452772513082, -0.07275041147853958]","[0.006272131892075095, 0.050292424560049245, 0.0016914857243506276, 0.010996508208994069]",1
ragbench_Qwen2.5-0.5B-Instruct,119,119,pubmedqa,1.4771368503570557,200,0.6277358531951904,0.12662075459957123,"[0.08763873326615794, 0.19098924866785638, 0.3804775273656196, -0.04632661324588753, -0.04420461366421932]","[0.034207626352070405, 0.036931512604120656, 0.055747837519003834, 0.01038896894994707, 0.011133916654027019]",1
ragbench_Qwen2.5-0.5B-Instruct,120,120,covidqa,0.8374555706977844,68,1.0862514972686768,0.1654985249042511,"[0.03584260396695861, 1.0604127909362646, 0.009983567160789415, 0.007126397945686382]","[0.00727916321022678, 0.14598867808240357, 0.005354121696815138, 0.006049762611749041]",1
ragbench_Qwen2.5-0.5B-Instruct,121,121,pubmedqa,0.7887030839920044,200,1.1041381359100342,0.17236927151679993,"[0.02605039670757151, 0.29334998934264833, 0.0742359597004895, 0.7333543392598995]","[0.011721954674402325, 0.04428325788071419, 0.016051478365055372, 0.09578424117322669]",1
ragbench_Qwen2.5-0.5B-Instruct,122,122,pubmedqa,0.8294516801834106,200,0.8260266780853271,0.16353823244571686,"[0.40626459414578675, 0.1462947971034646, 0.3191762601380424]","[0.08244056825625762, 0.03326035697604695, 0.051313227997079734]",1
ragbench_Qwen2.5-0.5B-Instruct,123,123,covidqa,1.3989332914352417,123,2.1932077407836914,0.28704634308815,"[0.03432507332955886, 0.3678111406431075, -0.06090199997149794, 0.5026454370318212, 1.1414294614593181]","[0.01396687784674516, 0.05447263580301072, 0.01822739901647458, 0.07912095548834433, 0.1316803670149733]",1
ragbench_Qwen2.5-0.5B-Instruct,124,124,pubmedqa,0.9758796095848083,200,1.3077912330627441,0.1855057179927826,"[0.6860252431835636, -0.013740156836910274, 0.34436539180054526, 0.0019041113921400665, 0.2363912376110602]","[0.10710313215543607, 0.00961123011590857, 0.043714537096431055, 0.006606560244905353, 0.03401199195935831]",1
ragbench_Qwen2.5-0.5B-Instruct,125,125,pubmedqa,1.0532865524291992,200,1.4165345430374146,0.2048300802707672,"[0.1452960465826618, 0.2258083820084721, 0.6981901979269969, 0.27877109677170664, -0.03003423772725]","[0.027603323880618973, 0.0411287549626201, 0.09371378238892362, 0.03586075085286211, 0.002919164062183768]",1
ragbench_Qwen2.5-0.5B-Instruct,126,126,pubmedqa,1.544326901435852,97,0.6122957468032837,0.09848631173372269,"[0.07416043800564234, 0.12671241691990046, 0.15974213272740187, 0.12457247344609078, -0.05280158345955719]","[0.01819951849539351, 0.02918635507736272, 0.029329815634407484, 0.02275836648349288, 0.0050130400987190744]",1
ragbench_Qwen2.5-0.5B-Instruct,127,127,pubmedqa,1.1500848531723022,200,0.5115675926208496,0.12097200751304626,"[0.21611020054064284, 0.019912492244111492, 0.126631253069404, 0.13229369265135574, -0.026853360881355003]","[0.04671866215145577, 0.011824596535200271, 0.02087628103576094, 0.022914120570185617, 0.014640240182522177]",1
ragbench_Qwen2.5-0.5B-Instruct,128,128,covidqa,0.6660865545272827,24,0.6385625004768372,0.10842940956354141,"[-0.019860085384910537, -0.005985789685231187, 0.13706575361599485, 0.12033856029574963]","[0.003564191010658154, 0.003419686442550566, 0.028247411354792955, 0.019592228094637676]",1
ragbench_Qwen2.5-0.5B-Instruct,129,129,techqa,1.48152494430542,200,0.013865489512681961,0.012655777856707573,"[-0.0006082042141315469, 0.0008944371878897073, -0.0010293563996765442, -0.0012277064200952737, -0.00326413024701651]","[0.0013987820695405162, 0.0006407918230075893, 0.00047134730425057113, 0.0008669760815917016, 0.0034523153780372695]",1
ragbench_Qwen2.5-0.5B-Instruct,130,130,pubmedqa,0.9594600200653076,200,1.1113412380218506,0.1709275096654892,"[0.2199253202054797, 0.8427183216327149, 0.0344424662727397, 0.039588852725323705, -0.013720033487925321]","[0.03241125383001929, 0.11551895123213426, 0.0095942958860595, 0.010560603275650138, 0.0030628083953877193]",1
ragbench_Qwen2.5-0.5B-Instruct,131,131,pubmedqa,0.6543313264846802,99,1.1207982301712036,0.15112543106079102,"[1.1223050498824476, 0.36017344296463977, 0.010764670082869887, 0.015018148247695581, 0.01754828463146917]","[0.1309294612542613, 0.03647287005406866, 0.0025453796403093008, 0.002524759282809757, 0.0018572401061381545]",1
ragbench_Qwen2.5-0.5B-Instruct,132,132,techqa,1.6301360130310059,200,0.035963550209999084,0.04844573512673378,"[-0.05542404590944898, -0.023729045124528055, -0.02581351843138691, -0.03076165352999851, -0.03688823742174464]","[0.010083421104249056, 0.01549424933358523, 0.005749949268771388, 0.005536818190136046, 0.004426845481826831]",1
ragbench_Qwen2.5-0.5B-Instruct,133,133,techqa,1.2484837770462036,200,0.750410258769989,0.120214082300663,"[0.3199413708409031, 0.11267863114228589, 0.025341380991440586, -0.0003402988792771566, 0.02212555644049132]","[0.0442556443855009, 0.03399930374263207, 0.008408553665290839, 0.006636776521760055, 0.006058968501869515]",1
ragbench_Qwen2.5-0.5B-Instruct,134,134,pubmedqa,0.619727611541748,199,1.6906126737594604,0.24890664219856262,"[0.4002596054272101, -0.004365868160561487, 0.4387478806129183, 0.9618226664776863]","[0.058952626796922654, 0.005122867045553915, 0.063419434987839, 0.1355220160139906]",1
ragbench_Qwen2.5-0.5B-Instruct,135,135,pubmedqa,1.4509488344192505,84,0.9059153199195862,0.15725576877593994,"[0.005141176289076351, 0.28925335882723585, -0.021756155068682607, 0.5268978790559881, -0.06522095998436617]","[0.012910558885889281, 0.02937283192761697, 0.005742838355843105, 0.07696002709434695, 0.007658096024364286]",1
ragbench_Qwen2.5-0.5B-Instruct,136,136,finqa,1.5984861850738525,26,0.05072395130991936,0.06137722358107567,"[0.052340526812118836, 0.0911506533582444, 0.08585242177874673, 0.04026657776893654]","[0.002945102452564732, 0.0017068078403693876, 0.02462607723069036, 0.002853795867604976]",1
ragbench_Qwen2.5-0.5B-Instruct,137,137,pubmedqa,0.9496385455131531,37,0.7339269518852234,0.15001033246517181,"[0.7998116675925967, -0.015236069335318264, 0.0008961978019215167, -0.01774850465527207]","[0.1416776882825797, 0.005426912212179694, 0.0033541251869558656, 0.0022365601420187274]",1
ragbench_Qwen2.5-0.5B-Instruct,138,138,finqa,0.7955173850059509,181,0.23704056441783905,0.056999996304512024,"[-0.011687117228704278, 0.22323481070187737, -0.008729342257929828, -0.011684965983480781, -0.0003114170454438652]","[0.001214387529114227, 0.045835987832410975, 0.0009648500908413374, 0.0008143510586086819, 0.0013549120628591075]",1
ragbench_Qwen2.5-0.5B-Instruct,139,139,pubmedqa,1.4024677276611328,84,0.3898267149925232,0.09024602919816971,"[0.11962649797966324, 0.2483487180334123, 0.066014333948585, 0.024020527646122163]","[0.03361771519782053, 0.03438464341690492, 0.009474975102375674, 0.005853188220699494]",1
ragbench_Qwen2.5-0.5B-Instruct,140,140,pubmedqa,0.6639705896377563,200,1.105189323425293,0.17664377391338348,"[0.706464822711041, 0.17497868813555215, 0.2753548312878229, -0.009356374405588213, -0.033109730574915376]","[0.11141558947568683, 0.04054000101310052, 0.02837348731163985, 0.002864755682194584, 0.0068160217222879285]",1
ragbench_Qwen2.5-0.5B-Instruct,141,141,techqa,0.8268945217132568,200,-0.01829887554049492,0.016196923330426216,"[-0.02328129918738341, 0.0031002671301121154, 0.004942559274822998, 0.006621870091321398, 0.008511167960641615]","[0.00407436596449088, 0.004010332597314346, 0.002476841937121321, 0.0012672498372722884, 0.0024730335277433823]",1
ragbench_Qwen2.5-0.5B-Instruct,142,142,pubmedqa,0.9131125807762146,150,0.848571240901947,0.17478856444358826,"[0.3775693883448548, 0.5230501022910782, -0.019401375068312823, -0.05166168176980136]","[0.07376331743303505, 0.10077692367178656, 0.00394872338222361, 0.004724441795024177]",1
